연도,시도,시군구,생활용-개소수,생활용-이용량,공업용-개소수,공업용-이용량,농업용-개소수,농업용-이용량,기타용-개소수,기타용-이용량
2011,강원도,강릉시,7825,5790445,60,875358,1317,4570005,4,912600
2011,강원도,고성군,1261,3462284,15,79712,699,4059111,11,84200
2011,강원도,동해시,665,2589183,50,1779111,164,1358424,0,0
2011,강원도,삼척시,1877,17146439,35,623930,589,4263728,4,34405
2011,강원도,속초시,402,1811370,42,99612,125,354711,6,15570
2011,강원도,양구군,2002,1141527,8,18330,2188,3804549,0,0
2011,강원도,양양군,736,1002442,21,184242,708,1121657,3,15480
2011,강원도,영월군,1130,3360521,29,618888,584,705500,4,32120
2011,강원도,원주시,16653,34360621,131,943449,5740,15032583,2,73000
2011,강원도,인제군,3167,4164235,12,111061,141,588650,2,2035
2011,강원도,정선군,784,3233886,23,124148,261,2018300,0,0
2011,강원도,철원군,2185,5132181,20,267775,1676,9823603,2,30000
2011,강원도,춘천시,8111,14763866,164,1172158,5711,18079967,1,7200
2011,강원도,태백시,177,406955,13,42981,51,157679,0,0
2011,강원도,평창군,3367,5719389,29,219365,499,2763474,8,252000
2011,강원도,홍천군,9142,6418394,32,266715,1524,4023414,5,54750
2011,강원도,화천군,2762,3537359,6,133850,833,3086439,17,78723
2011,강원도,횡성군,6458,8233745,48,614160,2926,7355193,7,1727
2011,경기도,가평군,7733,10622294,14,120905,1414,1591026,188,437670
2011,경기도,고양시,5502,10840495,27,211664,3594,6253498,6,10950
2011,경기도,과천시,235,1304605,0,0,1021,695750,0,0
2011,경기도,광명시,1210,1255661,31,782168,288,247035,0,0
2011,경기도,광주시,10620,24079741,64,219287,1191,1481440,231,2664533
2011,경기도,구리시,354,742466,17,19339,328,1320080,0,0
2011,경기도,군포시,162,820618,3,1800,183,169999,0,0
2011,경기도,김포시,9261,25892567,232,675780,2937,4859072,0,0
2011,경기도,남양주시,3800,7427799,94,1527285,1256,3016933,28,197575
2011,경기도,동두천시,2115,4198874,122,1538825,302,501140,11,90294
2011,경기도,부천시,958,3125423,61,308445,172,356645,0,0
2011,경기도,성남시,519,4978663,4,12340,472,2041506,6,68350
2011,경기도,수원시,3452,4184157,85,575704,849,865951,27,6533
2011,경기도,시흥시,1202,6050874,131,749531,2032,5148979,3,15950
2011,경기도,안산시,818,1010642,9,34628,2041,3717851,0,0
2011,경기도,안성시,13588,18471261,117,1246765,11976,52015900,0,0
2011,경기도,안양시,795,1596195,29,280231,69,73285,1,22100
2011,경기도,양주시,5949,9218998,632,2778552,4141,8446047,6,18300
2011,경기도,양평군,15035,17237561,24,250706,8345,22901182,4,41790
2011,경기도,여주시,10013,18316212,173,1934957,5190,10879192,360,184112
2011,경기도,연천군,1351,1140064,66,582659,1920,2782673,1,40500
2011,경기도,오산시,612,847553,18,720690,218,526326,0,0
2011,경기도,용인시,5421,28111320,56,759270,825,3035198,9,51481
2011,경기도,의왕시,1392,1627150,89,172510,549,319673,16,24791
2011,경기도,의정부시,1303,2801816,5,17166,397,614975,1,3600
2011,경기도,이천시,9220,36085285,147,1645970,6465,19882339,22,409504
2011,경기도,파주시,13457,32117589,205,2355904,2647,6860903,98,663280
2011,경기도,평택시,6804,19400528,251,4152343,2686,12889331,0,0
2011,경기도,포천시,4632,19901683,104,1194995,1528,6100856,4,137000
2011,경기도,하남시,3385,11892276,42,559996,1142,2521158,2,10800
2011,경기도,화성시,7656,10944036,231,3616562,2780,3955519,108,91591
2011,경상남도,거제시,2630,6439648,37,278133,1885,1874521,1,180
2011,경상남도,거창군,1534,3862193,57,1046145,2483,11813076,3,55005
2011,경상남도,고성군,1168,1864887,41,274600,1106,5306329,0,0
2011,경상남도,김해시,6132,18768940,290,2155555,1503,7275017,10,76749
2011,경상남도,남해군,3614,5010023,5,44550,2905,3872215,8,45910
2011,경상남도,밀양시,1751,2876127,59,185251,2234,2984404,3,180
2011,경상남도,사천시,1223,9196346,98,1227094,1468,13495432,2,1660
2011,경상남도,산청군,1386,5494402,43,350788,4298,36974768,9,0
2011,경상남도,양산시,2593,7764457,260,1849098,520,2033264,0,0
2011,경상남도,의령군,1256,6269904,51,917076,1870,15399072,1,2400
2011,경상남도,진주시,1445,8865246,145,1048606,6213,23696575,1,0
2011,경상남도,창녕군,914,3030065,53,888367,1516,9514398,45,256
2011,경상남도,창원시,8029,37735991,129,2196204,1419,7914316,17,122731
2011,경상남도,통영시,1041,3670190,8,65728,868,1013369,0,0
2011,경상남도,하동군,1277,6880093,18,147872,3265,5595000,3,32656
2011,경상남도,함안군,1690,10852829,180,2916005,1077,18010601,4,113210
2011,경상남도,함양군,3740,5587284,54,657722,3752,13479336,5,13044
2011,경상남도,합천군,1006,3110490,29,712347,1836,14987575,5,6694
2011,경상북도,경산시,1644,10711333,223,8330742,999,11447801,0,0
2011,경상북도,경주시,1656,21719288,102,2038597,775,15783979,7,16600
2011,경상북도,고령군,1091,9726906,102,2414300,1580,16273965,0,0
2011,경상북도,구미시,1876,7160721,162,2576262,419,2486201,6,12600
2011,경상북도,군위군,1582,16914436,31,1430054,1107,15762759,10,493050
2011,경상북도,김천시,7033,4922694,105,782418,9894,8780899,56,57310
2011,경상북도,문경시,3180,14458765,42,339060,3025,4217389,0,0
2011,경상북도,봉화군,1231,2564942,17,413160,3612,6717945,1,2446
2011,경상북도,상주시,5481,8456415,30,240990,11336,41405576,2,800
2011,경상북도,성주군,2437,3002212,108,234450,3302,3461120,9,142200
2011,경상북도,안동시,4440,12076131,46,763025,7002,26688568,0,0
2011,경상북도,영덕군,257,4537986,25,471194,551,4492390,11,552982
2011,경상북도,영양군,245,2660203,17,321465,435,3705123,5,63063
2011,경상북도,영주시,1906,4414786,67,468780,2533,5442310,2,55361
2011,경상북도,영천시,1773,16937271,204,3502928,946,15114462,10,188750
2011,경상북도,예천군,5766,12024440,19,250821,3204,11479514,4,16160
2011,경상북도,울릉군,9,69900,1,19750,1,630,0,0
2011,경상북도,울진군,176,1081284,17,131715,1506,4189508,46,2531521
2011,경상북도,의성군,2145,11132751,50,1191423,1078,16627212,0,0
2011,경상북도,청도군,810,5588013,19,1151575,1741,18364801,10,442536
2011,경상북도,청송군,769,3827277,4,86720,368,3059756,22,163340
2011,경상북도,칠곡군,2578,4345250,129,2194110,1349,4615104,0,0
2011,경상북도,포항시,798,7959566,55,2409674,549,5931994,24,235027
2011,광주광역시,광산구,1164,2744864,61,848543,1113,1039399,0,0
2011,광주광역시,남구,627,2262637,5,33069,178,1824949,1,3504
2011,광주광역시,동구,1343,2845741,3,47800,57,355509,0,0
2011,광주광역시,북구,3035,4782998,94,202430,430,895054,1,0
2011,광주광역시,서구,697,4154614,19,858836,429,3306327,0,0
2011,대구광역시,남구,168,1192515,0,0,6,21482,0,0
2011,대구광역시,달서구,348,1811837,52,112122,19,72240,0,0
2011,대구광역시,달성군,891,3253959,76,1070589,562,3035288,0,0
2011,대구광역시,동구,676,2305943,52,131600,265,669572,9,3895
2011,대구광역시,북구,706,4384626,60,1479877,111,827581,0,0
2011,대구광역시,서구,133,981486,25,512948,5,33086,0,0
2011,대구광역시,수성구,298,3017258,9,23416,76,164811,0,0
2011,대구광역시,중구,208,792270,2,52200,2,9000,0,0
2011,대전광역시,대덕구,2553,2046995,76,871835,389,452109,0,0
2011,대전광역시,동구,4457,7260320,34,94663,961,4372553,0,0
2011,대전광역시,서구,3206,8989993,2,24031,553,1389234,1,365
2011,대전광역시,유성구,3925,3999369,33,108690,1537,2689552,15,92980
2011,대전광역시,중구,3234,6716137,115,344754,249,626509,0,0
2011,부산광역시,강서구,131,549983,6,120412,67,316846,0,0
2011,부산광역시,금정구,1091,3646970,22,213452,73,247163,39,218227
2011,부산광역시,기장군,1026,3879470,41,318554,584,3532551,5,51020
2011,부산광역시,남구,416,1634287,16,11717,16,47851,0,0
2011,부산광역시,동구,90,530248,1,10,1,730,0,0
2011,부산광역시,동래구,641,2083350,4,14340,4,1950,34,622995
2011,부산광역시,부산진구,608,2947966,9,34310,8,31625,0,0
2011,부산광역시,북구,504,1715076,1,890,5,2272,2,1079
2011,부산광역시,사상구,264,1125243,25,85280,1,450,19,26960
2011,부산광역시,사하구,438,2929625,41,159465,2,5773,0,0
2011,부산광역시,서구,238,1030791,9,55771,5,35058,0,0
2011,부산광역시,수영구,281,1279155,10,15611,15,81759,12,31937
2011,부산광역시,연제구,378,2004029,5,13452,2,5500,0,0
2011,부산광역시,영도구,204,704684,4,1590,0,0,0,0
2011,부산광역시,중구,83,723445,0,0,2,6096,0,0
2011,부산광역시,해운대구,566,2063328,13,198436,7,21094,10,990000
2011,서울특별시,강남구,352,902641,30,356409,999,562320,0,0
2011,서울특별시,강동구,350,1048718,0,0,486,671171,1,0
2011,서울특별시,강북구,446,512979,0,0,0,0,0,0
2011,서울특별시,강서구,326,1811033,2,6796,64,209165,0,0
2011,서울특별시,관악구,156,468298,8,6429,2,1752,1,0
2011,서울특별시,광진구,114,845543,0,0,1,1049,3,58382
2011,서울특별시,구로구,248,453624,12,125729,22,22669,0,0
2011,서울특별시,금천구,140,358618,12,8888,0,0,0,0
2011,서울특별시,노원구,301,1450239,8,12775,20,18832,1,0
2011,서울특별시,도봉구,394,495187,15,26725,71,94,0,0
2011,서울특별시,동대문구,411,452771,13,23122,5,3514,3,1460
2011,서울특별시,동작구,144,892183,6,9886,4,2871,2,1815
2011,서울특별시,마포구,132,334223,4,4364,8,6001,2,1460
2011,서울특별시,서대문구,231,518903,14,13497,3,738,1,11133
2011,서울특별시,서초구,454,1001275,28,74781,668,391163,29,327637
2011,서울특별시,성동구,81,240505,48,287697,0,0,0,0
2011,서울특별시,성북구,203,328741,14,18102,2,147,0,0
2011,서울특별시,송파구,270,1109165,32,92661,102,397327,0,0
2011,서울특별시,양천구,274,408725,14,11057,3,0,0,0
2011,서울특별시,영등포구,207,1822704,16,30456,5,22630,1,365
2011,서울특별시,용산구,108,359451,10,13592,0,0,0,0
2011,서울특별시,은평구,299,627354,1,1897,18,3660,0,0
2011,서울특별시,종로구,158,588953,1,646,3,571,23,33781
2011,서울특별시,중구,134,954257,4,10046,0,0,7,56
2011,서울특별시,중랑구,191,494405,14,28897,12,10549,10,29362
2011,울산광역시,남구,408,2527253,27,352736,23,124221,0,0
2011,울산광역시,동구,223,2565605,0,0,13,6487,0,0
2011,울산광역시,북구,436,2467715,26,342110,155,334505,0,0
2011,울산광역시,울주군,2630,30380122,120,1718402,984,6293258,1,21600
2011,울산광역시,중구,181,2073134,0,0,28,192428,4,37209
2011,인천광역시,강화군,3356,11721095,32,353239,2027,3804979,5,18862
2011,인천광역시,계양구,336,830723,19,33950,413,1020024,2,9454
2011,인천광역시,미추홀구,356,872555,2,4380,1,431,0,0
2011,인천광역시,남동구,187,1117064,10,64692,282,548833,0,0
2011,인천광역시,동구,39,168680,5,34278,0,0,1,9453
2011,인천광역시,부평구,529,3957746,23,197830,3,3263,0,0
2011,인천광역시,서구,586,1341710,11,79316,184,426260,0,0
2011,인천광역시,연수구,128,616969,0,0,10,121667,2,8666
2011,인천광역시,옹진군,658,4281710,17,227474,320,1179856,6,51601
2011,인천광역시,중구,2018,4642921,2,25958,545,5616153,66,337929
2011,전라남도,강진군,2544,6230684,30,213473,4551,14817257,7,23370
2011,전라남도,고흥군,5260,7676739,77,869913,10069,51190385,27,221580
2011,전라남도,곡성군,13844,15869624,47,875393,7540,18280200,14,127850
2011,전라남도,광양시,3248,4365054,67,349956,1854,7917061,12,21223
2011,전라남도,구례군,1385,4703268,10,96475,1615,7916752,43,1009385
2011,전라남도,나주시,10800,7470585,79,1048410,6255,15998989,15,86886
2011,전라남도,담양군,10731,5902766,128,766200,7269,53252453,7,72000
2011,전라남도,목포시,521,882956,10,80794,102,397784,2,0
2011,전라남도,무안군,2529,1295924,51,26370,12356,16985238,1,365
2011,전라남도,보성군,3933,9349003,47,597380,5726,30292746,0,0
2011,전라남도,순천시,11271,7829129,46,955977,7157,19912345,0,0
2011,전라남도,신안군,124,797125,4,34090,256,1110839,3,57150
2011,전라남도,여수시,5787,6079438,77,659077,2684,4004721,4,2660
2011,전라남도,영광군,6057,2988822,7,65895,8419,24789809,8,104653
2011,전라남도,영암군,5811,9526598,29,1111850,3720,24157164,5,120682
2011,전라남도,완도군,2480,1648213,4,61050,2924,11265955,16,14453
2011,전라남도,장성군,10577,8434443,49,496049,6211,18246138,1,1400
2011,전라남도,장흥군,401,3060097,6,87591,3825,12411549,1,127
2011,전라남도,진도군,385,2154699,11,83300,1548,4821558,2,2200
2011,전라남도,함평군,7574,25192094,45,474281,6684,20380204,6,70822
2011,전라남도,해남군,9129,4543240,59,491866,11770,20275978,1,0
2011,전라남도,화순군,3944,13880275,20,831585,2683,22628458,23,1220000
2011,전라북도,고창군,4924,4493734,43,358386,28488,59997584,11,18200
2011,전라북도,군산시,1639,1738286,37,1063306,505,1502997,1,13396
2011,전라북도,김제시,12707,14979875,130,2050336,12464,24139791,95,339035
2011,전라북도,남원시,11664,26610789,52,601893,17621,9606996,0,0
2011,전라북도,무주군,528,1709729,9,117820,897,3276854,3,12000
2011,전라북도,부안군,3631,4482897,78,400889,7668,8354857,9,55363
2011,전라북도,순창군,6252,13761162,14,278119,7539,19671715,84,170270
2011,전라북도,완주군,4858,12129877,37,1763549,5459,42786626,20,285332
2011,전라북도,익산시,10543,15039803,275,1154103,8444,13176165,2,36000
2011,전라북도,임실군,3187,4255035,9,7275207,4653,12197556,1,1250
2011,전라북도,장수군,2568,5526565,5,88300,3004,10025444,1,139
2011,전라북도,전주시,2555,12603790,61,1857376,924,6538263,0,0
2011,전라북도,정읍시,14137,9132137,54,775068,17376,42564784,11,40556
2011,전라북도,진안군,2634,5245752,25,195214,1515,7248057,6,132870
2011,제주특별자치도,서귀포시,566,25794766,53,1019855,3189,32851054,62,37888
2011,제주특별자치도,제주시,906,46961455,106,1220082,1191,33307907,97,699636
2011,충청남도,계룡시,513,589553,5,30600,249,630381,0,0
2011,충청남도,공주시,10339,15850670,95,864520,6482,11969078,5,82800
2011,충청남도,금산군,6105,11793331,114,1504841,6343,17160229,1,27000
2011,충청남도,논산시,18829,13230794,193,1040896,11020,21936230,22,70112
2011,충청남도,당진시,14293,50064086,69,1402940,3493,9365340,5,41245
2011,충청남도,보령시,7704,9694437,54,383906,8167,28718646,3,2625
2011,충청남도,부여군,17001,9769969,76,192996,8923,22397620,10,2552
2011,충청남도,서산시,9895,10689505,52,1166882,19363,52236081,50,567222
2011,충청남도,서천군,6570,5964907,86,886806,6371,8450235,0,0
2011,충청남도,아산시,7297,23111640,171,4001865,4963,9032048,3,4410
2011,충청남도,예산군,7814,14850798,36,553042,4896,9244184,32,1186
2011,충청남도,천안시,12688,14279729,223,5549664,8468,18743546,0,0
2011,충청남도,청양군,4806,11082235,25,365400,3617,7129814,0,0
2011,충청남도,태안군,7338,23257146,10,42450,8421,18088741,1139,3028280
2011,충청남도,홍성군,10288,22198377,50,501410,8085,7889530,9,66327
2011,충청북도,괴산군,4813,6195082,52,390727,4078,7744879,4,0
2011,충청북도,단양군,1352,972061,37,1234752,284,425113,10,5596
2011,충청북도,보은군,5949,4250632,66,272740,3908,7148598,10,29375
2011,충청북도,영동군,8891,8192129,85,1355624,4827,13621316,1,0
2011,충청북도,옥천군,15957,24919886,129,1922218,7429,17397333,45,539745
2011,충청북도,음성군,10241,44524709,605,7885333,7464,33308353,21,100320
2011,충청북도,제천시,8018,19584421,76,582492,4866,23369277,4,7200
2011,충청북도,증평군,2216,3678423,35,681657,1632,2530714,0,0
2011,충청북도,진천군,6954,15046185,180,3998408,3566,12427732,0,0
2011,충청북도,청주시,5964,11609614,42,841361,3375,5739292,9,25930
2011,충청북도,충주시,9480,21456799,131,1636715,7033,33846732,51,300009
2012,강원도,강릉시,7864,5675199,67,1296172,1400,3030263,4,912600
2012,강원도,고성군,1275,3354705,14,78712,737,4102840,12,87302
2012,강원도,동해시,667,2472678,51,1784111,173,1385497,0,0
2012,강원도,삼척시,1888,17085996,37,647889,590,4237661,5,52308
2012,강원도,속초시,401,1784466,44,106830,132,342095,5,15570
2012,강원도,양구군,2038,1153892,14,19580,2278,3838349,0,0
2012,강원도,양양군,743,993826,21,184242,721,1135672,3,15480
2012,강원도,영월군,1197,3479037,30,620895,630,913416,4,32120
2012,강원도,원주시,16791,34027151,130,777109,5908,15150957,0,0
2012,강원도,인제군,3057,4052202,15,133484,142,551015,2,2035
2012,강원도,정선군,797,3237071,24,135423,289,1997723,0,0
2012,강원도,철원군,2213,5158084,20,267775,1730,10053605,2,30000
2012,강원도,춘천시,8803,14676322,167,1171063,6930,17622825,1,7200
2012,강원도,태백시,180,405123,14,23669,58,160729,0,0
2012,강원도,평창군,3523,6125003,31,220799,610,3086333,14,253098
2012,강원도,홍천군,9406,6523726,33,288315,1579,4157283,5,54750
2012,강원도,화천군,2825,3692334,5,72850,839,2903312,17,78723
2012,강원도,횡성군,6577,8179024,47,595910,3004,7447768,7,1727
2012,경기도,가평군,8247,11803398,16,137645,1513,2883624,186,437622
2012,경기도,고양시,5442,10808479,28,181500,3857,6843278,7,10950
2012,경기도,과천시,233,1306961,0,0,1038,708947,0,0
2012,경기도,광명시,1205,1254223,31,782168,308,264501,0,0
2012,경기도,광주시,10823,24164950,69,225569,1251,1552101,230,2652123
2012,경기도,구리시,354,722783,19,48835,339,1347473,0,0
2012,경기도,군포시,168,1359756,3,1800,202,265389,0,0
2012,경기도,김포시,9268,25909320,240,674910,3109,5041403,0,0
2012,경기도,남양주시,4009,7475480,101,1506065,1410,3199758,41,196105
2012,경기도,동두천시,2156,4278863,123,1542425,327,516950,11,90294
2012,경기도,부천시,899,2985374,57,398699,187,411671,0,0
2012,경기도,성남시,529,5164469,4,12340,487,2052415,6,68350
2012,경기도,수원시,3403,4266949,83,573456,869,838895,26,6101
2012,경기도,시흥시,1126,5353727,127,716601,2046,5149422,4,50750
2012,경기도,안산시,830,1123428,14,103864,2130,3997703,0,0
2012,경기도,안성시,13428,18006260,116,1190641,12178,52258200,0,0
2012,경기도,안양시,777,1618092,26,279664,75,82315,0,0
2012,경기도,양주시,6068,9282464,638,2759115,4220,8540253,6,18300
2012,경기도,양평군,15425,17259884,23,247056,8410,22669830,4,41790
2012,경기도,여주시,10282,18431074,174,2001077,5385,11429136,354,184112
2012,경기도,연천군,1371,1158148,67,607359,1993,2914951,1,40500
2012,경기도,오산시,638,887532,18,733780,229,538584,0,0
2012,경기도,용인시,5758,28393763,56,748320,1276,3719628,9,51481
2012,경기도,의왕시,1372,1558631,88,172330,585,374724,16,24791
2012,경기도,의정부시,1303,2791985,5,17166,418,679212,1,3600
2012,경기도,이천시,9374,36063720,146,1630645,6706,21038244,22,409504
2012,경기도,파주시,13393,32600430,210,2456244,2728,7817241,97,658535
2012,경기도,평택시,6875,19235323,252,4148673,2797,12775558,1,1470
2012,경기도,포천시,4902,20097661,106,1198236,1599,6187612,4,137000
2012,경기도,하남시,2873,9904061,36,527826,990,2117707,3,14400
2012,경기도,화성시,7999,11202801,232,3625332,2948,4202797,109,91591
2012,경상남도,거제시,2669,6424127,34,138341,1897,1834253,1,180
2012,경상남도,거창군,1549,4006835,57,1036945,2573,12281561,5,70005
2012,경상남도,고성군,1178,1894932,41,274600,1157,5408896,0,0
2012,경상남도,김해시,5519,16172119,271,2190993,1500,7197258,8,76747
2012,경상남도,남해군,3643,5094347,5,44550,2934,3904907,8,45910
2012,경상남도,밀양시,1840,2841121,63,192271,2454,4162984,3,180
2012,경상남도,사천시,1234,9111592,96,1185719,1508,13748349,4,4600
2012,경상남도,산청군,1448,7169973,43,350788,4367,37049397,9,0
2012,경상남도,양산시,2743,7798672,261,1819515,596,2076899,0,0
2012,경상남도,의령군,1271,6152971,52,949476,1955,16113574,1,2400
2012,경상남도,진주시,1369,7973451,146,1137206,6156,24496823,1,0
2012,경상남도,창녕군,912,2889157,57,935027,1572,9861247,45,256
2012,경상남도,창원시,7947,36589059,174,2277626,1509,8155096,18,124556
2012,경상남도,통영시,1046,3583744,7,44128,887,1032394,0,0
2012,경상남도,하동군,1320,7678593,19,159552,3326,5591350,3,32656
2012,경상남도,함안군,1729,10937534,185,2878185,1147,18458051,0,0
2012,경상남도,함양군,3853,5695655,60,654662,3899,13559669,6,13044
2012,경상남도,합천군,1561,3116919,34,712347,2664,15060190,5,6694
2012,경상북도,경산시,1647,10588149,227,8441842,1113,12117621,0,0
2012,경상북도,경주시,1715,20805224,103,2128987,801,15826886,3,16600
2012,경상북도,고령군,1116,9655494,106,2444630,1821,17066938,0,0
2012,경상북도,구미시,1879,7074717,154,2565092,579,3613970,7,38150
2012,경상북도,군위군,1600,16757461,31,1430054,1152,16086999,10,493050
2012,경상북도,김천시,7078,4970349,101,771833,10086,9707428,56,57310
2012,경상북도,문경시,3203,14526499,48,478700,3081,4569304,0,0
2012,경상북도,봉화군,1245,2576200,18,426660,3734,6899822,1,2446
2012,경상북도,상주시,5498,8481582,31,280090,11485,42246076,2,800
2012,경상북도,성주군,2479,9813966,114,1455189,3381,17398933,9,207000
2012,경상북도,안동시,4454,11636007,52,744905,7189,28306866,0,0
2012,경상북도,영덕군,258,4531926,27,511544,585,4767716,11,552982
2012,경상북도,영양군,247,2661443,17,321465,454,3710066,5,63063
2012,경상북도,영주시,1925,4533231,67,502815,2579,5516380,2,55361
2012,경상북도,영천시,1806,16869283,206,3459599,1149,16841714,10,188750
2012,경상북도,예천군,5768,11968165,19,250821,3225,11588434,4,16160
2012,경상북도,울릉군,9,69900,1,19750,1,630,0,0
2012,경상북도,울진군,201,1082538,20,135870,1507,4177843,46,2533232
2012,경상북도,의성군,2182,11266875,54,1295423,1260,17991863,0,0
2012,경상북도,청도군,862,6703828,19,1151575,1876,19849241,10,442536
2012,경상북도,청송군,778,3868066,7,118039,381,3134476,22,163340
2012,경상북도,칠곡군,2619,4681365,135,2841274,1449,7514281,0,0
2012,경상북도,포항시,820,9062427,63,3707752,591,6203981,23,241927
2012,광주광역시,광산구,1216,2818612,68,1003043,1134,1154299,0,0
2012,광주광역시,남구,622,2267746,5,33069,181,1819283,0,0
2012,광주광역시,동구,1313,2774629,2,14950,54,285714,0,0
2012,광주광역시,북구,3053,4946645,93,201601,440,897591,1,2044
2012,광주광역시,서구,711,4139580,18,846676,448,3404167,0,0
2012,대구광역시,남구,158,1186740,0,0,6,21482,0,0
2012,대구광역시,달서구,353,1895735,49,126146,20,79656,0,0
2012,대구광역시,달성군,896,3063510,69,952439,591,3214635,0,0
2012,대구광역시,동구,699,2221286,41,136740,304,822831,5,2695
2012,대구광역시,북구,702,4338715,58,1482792,117,860341,0,0
2012,대구광역시,서구,136,1001979,23,509401,7,45119,0,0
2012,대구광역시,수성구,292,3140340,10,63566,81,177147,0,0
2012,대구광역시,중구,202,760239,2,52200,2,9000,0,0
2012,대전광역시,대덕구,2544,2022091,75,868091,405,455381,0,0
2012,대전광역시,동구,4440,7352592,34,84443,966,4356058,0,0
2012,대전광역시,서구,3006,8605723,2,24031,564,1559992,1,365
2012,대전광역시,유성구,3932,3958183,32,106890,1588,2709592,15,92980
2012,대전광역시,중구,3208,6551602,109,332355,259,629801,0,0
2012,부산광역시,강서구,135,505548,8,124730,64,306826,0,0
2012,부산광역시,금정구,1069,3549725,22,210715,82,247163,34,202740
2012,부산광역시,기장군,1010,3848787,43,325466,622,3681736,5,51020
2012,부산광역시,남구,399,1299511,17,23960,16,34757,0,0
2012,부산광역시,동구,83,346400,0,0,1,800,0,0
2012,부산광역시,동래구,621,2009968,4,14340,4,1950,34,622995
2012,부산광역시,부산진구,581,2986577,9,34310,8,31625,2,11205
2012,부산광역시,북구,488,1686910,1,890,6,9072,2,1079
2012,부산광역시,사상구,265,1133727,25,91917,1,450,19,26960
2012,부산광역시,사하구,406,2866660,30,120006,2,5773,0,0
2012,부산광역시,서구,237,1017000,9,55771,5,35058,0,0
2012,부산광역시,수영구,280,1042340,10,8540,15,74714,11,26427
2012,부산광역시,연제구,366,1971475,5,13452,2,5500,0,0
2012,부산광역시,영도구,201,706672,4,1590,0,0,0,0
2012,부산광역시,중구,81,701494,0,0,2,6096,0,0
2012,부산광역시,해운대구,553,1974769,18,250561,9,24354,11,992738
2012,서울특별시,강남구,353,800557,30,223777,1000,562320,0,0
2012,서울특별시,강동구,349,1058728,0,0,493,678580,1,0
2012,서울특별시,강북구,434,502592,0,0,1,0,0,0
2012,서울특별시,강서구,330,1774664,2,6796,74,209745,6,0
2012,서울특별시,관악구,143,344273,7,5336,3,1588,1,0
2012,서울특별시,광진구,116,841473,0,0,1,1049,3,58382
2012,서울특별시,구로구,240,443929,12,125729,27,27991,0,0
2012,서울특별시,금천구,135,355360,11,8888,2,3094,1,28
2012,서울특별시,노원구,290,1376883,8,21161,22,17809,1,0
2012,서울특별시,도봉구,385,488990,14,25867,72,1716,0,0
2012,서울특별시,동대문구,411,472947,12,18959,5,3232,3,1490
2012,서울특별시,동작구,130,784433,6,9886,4,2871,2,1815
2012,서울특별시,마포구,127,317653,4,4364,8,6001,2,1460
2012,서울특별시,서대문구,221,519015,14,15103,3,738,0,0
2012,서울특별시,서초구,440,918963,28,61914,697,408670,30,333290
2012,서울특별시,성동구,81,202521,43,268833,0,0,0,0
2012,서울특별시,성북구,191,259505,12,30013,2,929,0,0
2012,서울특별시,송파구,254,1128319,30,87735,93,362967,0,0
2012,서울특별시,양천구,268,722445,14,18558,5,7300,0,0
2012,서울특별시,영등포구,190,1681333,13,24981,7,64605,1,365
2012,서울특별시,용산구,104,361110,9,13161,1,0,0,0
2012,서울특별시,은평구,291,667048,1,1335,19,17078,0,0
2012,서울특별시,종로구,168,922237,1,4737,3,2990,11,37849
2012,서울특별시,중구,125,902450,3,6597,0,0,7,112
2012,서울특별시,중랑구,187,522391,13,25594,13,8364,10,31081
2012,세종특별자치시,세종특별자치시,9949,27069259,132,2206155,7076,15706664,17,255950
2012,울산광역시,남구,398,2385212,26,343054,22,116530,0,0
2012,울산광역시,동구,215,2574157,0,0,13,6487,0,0
2012,울산광역시,북구,417,2494251,24,343952,164,348763,0,0
2012,울산광역시,울주군,2646,29391950,117,1789401,1061,6261370,1,21600
2012,울산광역시,중구,184,2019564,0,0,29,185773,4,37209
2012,인천광역시,강화군,3423,11813540,32,353239,2139,3964048,5,18862
2012,인천광역시,계양구,338,838490,18,33550,464,1096131,2,9454
2012,인천광역시,미추홀구,222,684010,1,730,1,5475,0,0
2012,인천광역시,남동구,190,1084780,11,100827,301,568002,0,0
2012,인천광역시,동구,40,170180,5,34278,0,0,1,9453
2012,인천광역시,부평구,529,3957931,22,186880,4,3838,0,0
2012,인천광역시,서구,444,1682537,8,83012,202,366283,0,0
2012,인천광역시,연수구,129,633759,0,0,9,31667,2,8666
2012,인천광역시,옹진군,693,4513467,17,227474,338,1216291,6,51601
2012,인천광역시,중구,2037,4636030,2,25958,552,5644208,66,337929
2012,전라남도,강진군,2554,6212513,30,213473,4623,14585870,7,23370
2012,전라남도,고흥군,5295,8111294,77,869913,10130,51319601,27,221580
2012,전라남도,곡성군,13859,16011934,47,875393,7701,19195080,14,127850
2012,전라남도,광양시,3278,4313119,70,458583,1887,8016486,12,21223
2012,전라남도,구례군,1404,4692329,10,96475,1661,8078897,43,1009385
2012,전라남도,나주시,10848,8732135,83,1345629,6353,16642031,15,86886
2012,전라남도,담양군,11618,6441560,126,771600,8238,56054033,8,75600
2012,전라남도,목포시,518,842683,11,113364,105,448184,2,0
2012,전라남도,무안군,2539,1294182,50,26070,12365,16994788,1,365
2012,전라남도,보성군,3957,10141568,48,655780,5792,31601596,0,0
2012,전라남도,순천시,11182,7874532,44,887087,7210,20133281,0,0
2012,전라남도,신안군,131,876181,4,34090,260,1115574,3,57150
