연도,시도,시군구,생활용-개소수,생활용-이용량,공업용-개소수,공업용-이용량,농업용-개소수,농업용-이용량,기타용-개소수,기타용-이용량
2018,충청남도,공주시,17069,18719035,142,940427,12409,29821484,4,88800
2018,충청남도,금산군,6618,5152624,114,1909612,8554,10605957,2,27000
2018,충청남도,논산시,9714,8375307,156,589377,15129,21122328,0,0
2018,충청남도,당진시,13092,16775523,77,2319751,5063,12189613,6,45990
2018,충청남도,보령시,6017,8194811,65,631902,6370,19638980,2,1825
2018,충청남도,부여군,17246,6351538,73,285002,10640,8991432,10,3500
2018,충청남도,서산시,9713,5684027,54,1087260,20994,22550386,27,21334
2018,충청남도,서천군,7921,4547782,88,879855,8275,10682433,0,0
2018,충청남도,아산시,6833,21166415,186,3037679,6768,12664573,3,4410
2018,충청남도,예산군,8185,16018613,44,625918,5601,13781684,26,29925
2018,충청남도,천안시,16259,10316954,281,3784006,13584,16404888,3,3436
2018,충청남도,청양군,5440,5115274,28,280752,5680,5350309,0,0
2018,충청남도,태안군,8639,3777044,13,47088,9548,10815288,1141,3083210
2018,충청남도,홍성군,10507,6311623,59,648845,9396,10736367,8,6102
2018,충청북도,괴산군,3651,2639265,28,157170,3993,5845121,24,154751
2018,충청북도,단양군,1573,1728728,38,1396963,400,942747,9,1132
2018,충청북도,보은군,5355,5399263,57,202382,5098,9935764,5,22770
2018,충청북도,영동군,9212,7669007,85,1237432,5519,16288481,1,4393
2018,충청북도,옥천군,10635,6256001,98,1280027,7531,10111620,30,458903
2018,충청북도,음성군,11084,12179945,641,6281574,8529,17114163,13,123973
2018,충청북도,제천시,6697,6617220,92,902586,5479,19076541,0,0
2018,충청북도,증평군,2055,2928738,54,538881,2036,3284452,0,0
2018,충청북도,진천군,7339,11732879,194,2819150,4160,12798917,4,32252
2018,충청북도,청주시,23619,21583065,242,2510499,24510,24819422,23,424235
2018,충청북도,충주시,11941,13606296,169,2194080,10776,25000664,51,300009
2019,서울특별시,강남구,323,434591,24,155078,785,218951,0,0
2019,서울특별시,강동구,266,616274,0,0,265,308436,3,0
2019,서울특별시,강북구,375,319330,0,0,1,300,0,0
2019,서울특별시,강서구,269,1245254,1,3055,137,227217,6,3019
2019,서울특별시,관악구,114,269417,4,4459,5,1018,0,0
2019,서울특별시,광진구,99,3083749,0,0,3,329549,1,57768
2019,서울특별시,구로구,188,356323,8,7119,34,64475,0,0
2019,서울특별시,금천구,111,384777,10,11541,1,7200,0,0
2019,서울특별시,노원구,249,981104,0,0,25,34511,0,0
2019,서울특별시,도봉구,321,399482,9,20065,37,29663,0,0
2019,서울특별시,동대문구,384,397912,12,19425,3,1153,2,1460
2019,서울특별시,동작구,121,817619,6,8429,4,4205,1,36
2019,서울특별시,마포구,138,298589,8,21190,7,4133,1,730
2019,서울특별시,서대문구,198,375572,12,14147,1,292,0,0
2019,서울특별시,서초구,406,843827,22,58554,768,545731,26,323897
2019,서울특별시,성동구,81,212840,22,133225,0,0,0,0
2019,서울특별시,성북구,151,237908,6,27358,3,2194,0,0
2019,서울특별시,송파구,323,1153939,24,86899,80,110852,0,0
2019,서울특별시,양천구,217,448315,12,20615,8,20687,0,0
2019,서울특별시,영등포구,169,1502113,8,21488,4,62415,1,365
2019,서울특별시,용산구,113,241833,8,13126,0,0,0,0
2019,서울특별시,은평구,234,525814,1,0,26,11768,1,0
2019,서울특별시,종로구,136,742834,3,14826,6,12472,5,13627
2019,서울특별시,중구,128,687965,2,2956,0,0,0,0
2019,서울특별시,중랑구,149,342864,9,5021,13,21134,5,17835
2019,부산광역시,강서구,110,585338,12,166220,44,195578,3,47208
2019,부산광역시,금정구,947,3206574,16,167559,109,329349,21,98221
2019,부산광역시,기장군,769,2451141,58,260720,872,2896398,0,0
2019,부산광역시,남구,309,560761,15,19355,17,52957,0,0
2019,부산광역시,동구,66,286167,0,0,1,800,0,0
2019,부산광역시,동래구,476,1685401,3,10389,6,3170,34,622995
2019,부산광역시,부산진구,479,2852577,8,34062,8,30132,2,11205
2019,부산광역시,북구,445,861254,1,890,11,21072,1,459
2019,부산광역시,사상구,235,978120,18,59606,2,3075,0,0
2019,부산광역시,사하구,313,2167773,23,83304,6,19280,0,0
2019,부산광역시,서구,192,378444,7,14642,8,26139,0,0
2019,부산광역시,수영구,226,912100,4,6170,15,138451,6,21854
2019,부산광역시,연제구,279,1564165,5,13452,2,5500,0,0
2019,부산광역시,영도구,193,717144,4,2685,0,0,0,0
2019,부산광역시,중구,74,602544,0,0,2,6096,0,0
2019,부산광역시,해운대구,464,1953484,17,280342,25,207376,9,939098
2019,대구광역시,남구,121,885135,1,2000,9,63296,0,0
2019,대구광역시,달서구,312,1044641,30,222569,27,40813,3,5471
2019,대구광역시,달성군,1026,2982582,65,1020847,1135,5158147,0,0
2019,대구광역시,동구,682,928386,51,314886,672,1121479,4,394605
2019,대구광역시,북구,442,2057175,41,1588525,167,465592,0,0
2019,대구광역시,서구,120,1019067,18,318402,9,50452,0,0
2019,대구광역시,수성구,239,1221048,8,87016,134,259584,0,0
2019,대구광역시,중구,161,812527,0,0,7,80400,0,0
2019,인천광역시,강화군,3535,11153294,34,352639,3514,6222700,3,2046
2019,인천광역시,계양구,308,719125,15,124814,751,1713387,2,9454
2019,인천광역시,남동구,194,1080695,10,70017,570,1078930,0,0
2019,인천광역시,동구,37,1220297,3,1288,0,0,1,9453
2019,인천광역시,미추홀구,127,428364,0,0,2,6205,0,0
2019,인천광역시,부평구,201,1133387,4,32156,18,39202,0,0
2019,인천광역시,서구,326,1115018,5,52087,295,485229,0,0
2019,인천광역시,연수구,92,189563,0,0,13,34770,0,0
2019,인천광역시,옹진군,782,2974182,13,181164,531,1013328,5,172114
2019,인천광역시,중구,1897,4224068,1,25550,553,4464308,50,278807
2019,광주광역시,광산구,2284,3095472,102,1076191,2940,1113627,0,0
2019,광주광역시,남구,560,1488725,4,18834,1720,2961552,0,0
2019,광주광역시,동구,743,704925,2,1595,69,100087,0,0
2019,광주광역시,북구,1552,2785297,52,112099,541,776703,0,0
2019,광주광역시,서구,528,928136,27,1264568,848,931848,1,1156
2019,대전광역시,대덕구,2485,1328085,74,916225,507,513235,1,0
2019,대전광역시,동구,4445,4209748,34,85369,1119,1476719,0,0
2019,대전광역시,서구,2526,2795630,2,24031,754,1380134,1,365
2019,대전광역시,유성구,3356,2950245,18,62123,1688,2099923,15,92980
2019,대전광역시,중구,3220,6337110,100,296781,354,654517,0,0
2019,울산광역시,남구,308,1605446,25,340484,30,117104,0,0
2019,울산광역시,동구,178,1131432,0,0,21,20845,0,0
2019,울산광역시,북구,401,2106268,20,251133,233,592698,0,0
2019,울산광역시,울주군,2722,12040129,120,1520453,1333,2451975,0,0
2019,울산광역시,중구,150,1379256,0,0,56,238691,4,8716
2019,세종특별자치시,세종특별자치시,11161,8281994,160,3485414,9845,9593566,9,170528
2019,경기도,가평군,10474,5781795,20,141111,2360,3335637,6,365000
2019,경기도,고양시,5406,10552161,34,277831,7853,13068970,7,12418
2019,경기도,과천시,193,534339,0,0,1011,808776,0,0
2019,경기도,광명시,674,999690,23,686296,1412,1977397,5,3923
2019,경기도,광주시,9314,7277019,83,235287,1699,2519271,159,1833327
2019,경기도,구리시,261,579000,13,15271,313,694454,0,0
2019,경기도,군포시,146,738162,3,5018,387,575547,0,0
2019,경기도,김포시,6922,9660736,205,485111,2958,4380788,0,0
2019,경기도,남양주시,6125,8632648,107,1233030,3386,4902331,23,207485
2019,경기도,동두천시,759,872066,37,334892,424,732300,0,0
2019,경기도,부천시,664,1195005,46,234156,273,418398,4,35131
2019,경기도,성남시,442,3830724,13,8608,532,1449209,9,71448
2019,경기도,수원시,1736,1755285,59,641651,1083,1214256,14,4117
2019,경기도,시흥시,1075,672367,11,88703,2767,1603802,4,45384
2019,경기도,안산시,678,1107716,12,179777,1361,1967494,3,6570
2019,경기도,안성시,14059,16675051,136,1377884,12975,16396985,0,0
2019,경기도,안양시,618,1835528,29,338676,93,127699,0,0
2019,경기도,양주시,7408,9861703,506,3056326,5817,9028989,0,0
2019,경기도,양평군,18381,19100107,25,250314,11174,25730249,4,40131
2019,경기도,여주시,12403,12443720,196,3112194,7879,14260327,337,3327082
2019,경기도,연천군,1432,1545513,35,434482,2449,3604897,1,54750
2019,경기도,오산시,647,935437,14,442037,289,733562,1,846
2019,경기도,용인시,6380,24833369,67,640904,2332,5191452,15,63916
2019,경기도,의왕시,1282,1476068,81,94839,781,1194413,13,22915
2019,경기도,의정부시,1683,2148735,7,42973,724,832188,1,3600
2019,경기도,이천시,8973,12532738,147,1790286,10630,13717681,6,718529
2019,경기도,파주시,13781,23310215,229,2442656,3654,7257762,102,681213
2019,경기도,평택시,7224,8637488,260,6195044,3941,5461429,0,0
2019,경기도,포천시,6343,9462987,108,1251641,2514,3979253,5,175200
2019,경기도,하남시,2380,1616465,37,1605725,1215,1981656,0,0
2019,경기도,화성시,9190,13184789,287,3305256,3061,4546737,42,67508
2019,강원도,강릉시,8200,6369946,67,1215774,2222,5306626,0,0
2019,강원도,고성군,1218,3327208,32,152068,1415,4314632,2,0
2019,강원도,동해시,721,3047566,64,2755495,320,525630,1,35600
2019,강원도,삼척시,1980,16401361,48,1154507,793,4570955,5,87311
2019,강원도,속초시,534,893243,64,202420,288,624489,9,5918
2019,강원도,양구군,2063,1253803,21,35854,2996,4825032,0,0
2019,강원도,양양군,848,783375,24,174755,1039,1015557,2,480
2019,강원도,영월군,1745,7365970,33,241096,1158,1705104,4,21636
2019,강원도,원주시,17725,11045148,149,791687,7353,7641413,0,0
2019,강원도,인제군,3332,1413746,17,90154,328,819614,3,26280
2019,강원도,정선군,945,1908858,20,42968,525,1766648,0,0
2019,강원도,철원군,2323,4400146,20,267775,2352,3842954,2,30000
2019,강원도,춘천시,9356,16676658,115,890200,8231,19004483,0,0
2019,강원도,태백시,167,406748,9,6750,63,239987,2,1800
2019,강원도,평창군,4310,6458759,33,190433,1287,4113785,12,181462
2019,강원도,홍천군,11342,3095757,39,278958,2702,2646094,5,37046
2019,강원도,화천군,2692,2719145,19,154621,1921,5044595,6,42210
2019,강원도,횡성군,7127,9822473,59,581931,4200,11049166,0,0
2019,충청북도,괴산군,3651,2639265,28,157170,3993,5845121,24,154751
2019,충청북도,단양군,1573,1728728,38,1396963,400,942747,9,1132
2019,충청북도,보은군,5355,5399263,57,202382,5098,9935764,5,22770
2019,충청북도,영동군,9212,7669007,85,1237432,5519,16288481,1,4393
2019,충청북도,옥천군,10635,6256001,98,1280027,7531,10111620,30,458903
2019,충청북도,음성군,11084,12179945,641,6281574,8529,17114163,13,123973
2019,충청북도,제천시,6697,6617220,92,902586,5479,19076541,0,0
2019,충청북도,증평군,2055,2928738,54,538881,2036,3284452,0,0
2019,충청북도,진천군,7339,11732879,194,2819150,4160,12798917,4,32252
2019,충청북도,청주시,23619,21583065,242,2510499,24510,24819422,23,424235
2019,충청북도,충주시,11941,13606296,169,2194080,10776,25000664,51,300009
2019,충청남도,계룡시,526,663189,7,40906,309,713516,0,0
2019,충청남도,공주시,17069,18719035,142,940427,12409,29821484,4,88800
2019,충청남도,금산군,6618,5152624,114,1909612,8554,10605957,2,27000
2019,충청남도,논산시,9714,8375307,156,589377,15129,21122328,0,0
2019,충청남도,당진시,13092,16775523,77,2319751,5063,12189613,6,45990
2019,충청남도,보령시,6017,8194811,65,631902,6370,19638980,2,1825
2019,충청남도,부여군,17246,6351538,73,285002,10640,8991432,10,3500
2019,충청남도,서산시,9713,5684027,54,1087260,20994,22550386,27,21334
2019,충청남도,서천군,7921,4547782,88,879855,8275,10682433,0,0
2019,충청남도,아산시,6833,21166415,186,3037679,6768,12664573,3,4410
2019,충청남도,예산군,8185,16018613,44,625918,5601,13781684,26,29925
2019,충청남도,천안시,16259,10316954,281,3784006,13584,16404888,3,3436
2019,충청남도,청양군,5440,5115274,28,280752,5680,5350309,0,0
2019,충청남도,태안군,8639,3777044,13,47088,9548,10815288,1141,3083210
2019,충청남도,홍성군,10507,6311623,59,648845,9396,10736367,8,6102
2019,전라북도,고창군,6607,4539321,50,372526,34429,29933107,14,43465
2019,전라북도,군산시,2246,2176373,37,825534,920,1392072,3,1951
2019,전라북도,김제시,10201,6806425,110,1886687,13741,14671430,78,236799
2019,전라북도,남원시,11560,6172204,67,920898,20742,18028820,0,0
2019,전라북도,무주군,639,2032279,6,110035,1418,4696037,1,3000
2019,전라북도,부안군,4129,2827370,80,487957,10034,6135735,6,85535
2019,전라북도,순창군,6625,4044194,18,306850,9126,9547145,84,1528415
2019,전라북도,완주군,7015,10757386,38,1661404,11835,13489141,2,24100
2019,전라북도,익산시,11558,6925041,174,833250,11911,8959746,0,0
2019,전라북도,임실군,2714,2773772,10,595727,4759,7459346,0,0
2019,전라북도,장수군,2411,1667079,6,42149,3659,6185086,1,139
2019,전라북도,전주시,3330,7785677,51,1239362,2409,4750230,1,4745
2019,전라북도,정읍시,14040,5337720,57,25061,19433,18381678,13,21994
2019,전라북도,진안군,2767,5421755,23,221119,2021,9229353,3,30305
2019,전라남도,강진군,2614,4923858,31,284148,5365,6317916,7,22270
2019,전라남도,고흥군,5416,5083487,84,1055465,10523,9058347,29,240222
2019,전라남도,곡성군,13908,8221232,53,2556085,8346,14204146,14,153000
2019,전라남도,광양시,4508,4335958,64,356348,3321,8499203,10,16130
2019,전라남도,구례군,1482,1618851,2,41850,2194,2948865,43,1009385
2019,전라남도,나주시,8491,9852210,78,1287103,5420,11206424,13,90617
2019,전라남도,담양군,11851,6656067,127,1672742,9119,60479900,6,0
2019,전라남도,목포시,483,679593,11,88812,104,345758,0,0
2019,전라남도,무안군,4220,2463104,55,73395,14393,17763673,2,7665
2019,전라남도,보성군,4034,3382278,47,201721,6280,6425908,0,0
2019,전라남도,순천시,11391,10845370,44,820463,7816,23575450,0,0
2019,전라남도,신안군,134,805230,4,34090,372,1302533,28,57902
2019,전라남도,여수시,6303,5914928,88,666816,3557,3778062,0,0
2019,전라남도,영광군,4417,2670670,18,180650,7022,10974256,5,90605
2019,전라남도,영암군,5851,6387912,31,1118730,4317,9635040,5,120682
2019,전라남도,완도군,2512,2229250,6,43481,3001,11481712,18,14696
2019,전라남도,장성군,7099,3812759,40,919977,4776,6006568,1,14600
2019,전라남도,장흥군,448,2955288,7,93066,4110,13127820,3,3723
2019,전라남도,진도군,422,2024678,14,136875,2197,3588160,3,45625
2019,전라남도,함평군,7613,6261658,47,499451,7101,11849570,8,100022
2019,전라남도,해남군,14895,6705313,68,552526,19590,24002365,1,0
2019,전라남도,화순군,1604,4238917,17,570798,1503,2190129,7,328000
2019,경상북도,경산시,1628,4456025,184,6324022,2055,6202037,0,0
2019,경상북도,경주시,2012,8653424,119,1725160,1415,3001393,0,0
2019,경상북도,고령군,843,6828622,97,1758942,2006,17019998,0,0
2019,경상북도,구미시,1983,3733363,120,2350018,864,2110892,10,94330
2019,경상북도,군위군,1652,16634240,28,1108646,1586,16540756,8,435550
2019,경상북도,김천시,7470,12455652,114,1053391,11483,22304077,61,91085
2019,경상북도,문경시,2232,7876463,45,439782,2588,5125316,0,0
2019,경상북도,봉화군,637,1827585,18,371532,3073,5169106,1,2446
2019,경상북도,상주시,5760,4273673,45,390160,13078,22291533,1,100
2019,경상북도,성주군,2704,7875383,126,2519433,3727,18030298,8,196201
2019,경상북도,안동시,4111,7168906,61,2001461,8966,14491935,1,18250
2019,경상북도,영덕군,315,3981550,42,738724,779,2289607,11,552982
2019,경상북도,영양군,278,2617532,18,336065,646,2526804,5,63063
2019,경상북도,영주시,1825,3476720,66,1017746,3168,5087301,0,0
2019,경상북도,영천시,1976,9022299,229,7553734,2965,13527540,9,217955
2019,경상북도,예천군,5346,4745333,23,304648,3682,4604116,1,1500
2019,경상북도,울릉군,6,37400,1,2500,1,630,0,0
2019,경상북도,울진군,472,1161819,32,192977,2739,2062659,42,1718365
2019,경상북도,의성군,2248,8717157,63,1424029,2350,8390900,0,0
2019,경상북도,청도군,1145,2601788,21,1173453,3227,6385603,5,396892
2019,경상북도,청송군,493,1854170,13,83340,1024,3148084,6,94865
2019,경상북도,칠곡군,2880,5531707,130,2748522,1948,3056034,1,10800
2019,경상북도,포항시,778,4017255,56,3520671,1263,3538619,20,190360
2019,경상남도,거제시,2806,6765686,33,100838,2109,2873409,5,0
2019,경상남도,거창군,2669,4085322,51,895000,4225,12696740,1,255
2019,경상남도,고성군,1320,1482241,44,290659,1696,3535801,0,0
2019,경상남도,김해시,5206,15302580,266,1961563,1621,5988163,8,76747
2019,경상남도,남해군,3827,5384585,4,39150,3154,4126740,7,12911
2019,경상남도,밀양시,2350,3828536,69,267118,3216,4928746,2,180
2019,경상남도,사천시,1323,6064426,99,1175489,1781,3127397,0,0
2019,경상남도,산청군,1770,5566933,46,525948,4708,15958044,7,163885
2019,경상남도,양산시,2876,7012255,257,1631786,942,2990375,0,0
2019,경상남도,의령군,1350,5860192,49,1272154,2600,14773006,0,0
2019,경상남도,진주시,1248,7901652,116,1490136,6459,30198116,2,76650
2019,경상남도,창녕군,984,3752411,69,1361532,2203,16443078,44,3829
2019,경상남도,창원시,9489,18736715,161,1797729,2362,6903417,16,63283
2019,경상남도,통영시,1014,1790749,10,49143,887,1024348,2,23725
2019,경상남도,하동군,1570,5301079,22,189657,3912,3698944,5,4374
2019,경상남도,함안군,1848,4965172,195,3287556,1661,4735329,0,0
2019,경상남도,함양군,4123,4238349,61,625818,4601,6255305,6,13044
2019,경상남도,합천군,1455,4322629,36,617367,2813,17790017,0,0
2019,제주특별자치도,서귀포시,549,52935410,51,886924,2330,42428023,1,34939
2019,제주특별자치도,제주시,884,94733522,92,1236628,844,48334836,6,986932
2020,서울특별시,강남구,312,391700,23,154378,511,141708,0,0
2020,서울특별시,강동구,245,560483,0,0,273,319514,1,0
2020,서울특별시,강북구,356,315309,0,0,2,1530,0,0
2020,서울특별시,강서구,252,1143554,1,3055,153,232821,6,3019
2020,서울특별시,관악구,108,268966,3,4016,4,1077,3,360
2020,서울특별시,광진구,99,3087125,0,0,3,329549,1,57768
2020,서울특별시,구로구,190,361906,9,7849,35,66097,0,0
2020,서울특별시,금천구,106,246787,10,12927,1,0,0,0
2020,서울특별시,노원구,245,975556,0,0,25,34511,0,0
2020,서울특별시,도봉구,308,385505,9,20065,39,30079,0,0
2020,서울특별시,동대문구,381,575891,11,13996,2,1008,2,1460
2020,서울특별시,동작구,123,854951,6,8429,4,4205,1,36
2020,서울특별시,마포구,128,290729,9,21190,6,3557,1,730
2020,서울특별시,서대문구,195,356151,12,14147,1,292,0,0
2020,서울특별시,서초구,408,845559,21,56934,779,559930,25,323213
2020,서울특별시,성동구,81,212840,18,121024,0,0,0,0
2020,서울특별시,성북구,136,220259,6,27358,3,2194,0,0
2020,서울특별시,송파구,317,1138969,23,86635,81,112534,0,0
2020,서울특별시,양천구,245,727441,13,20615,11,25536,0,0
2020,서울특별시,영등포구,166,1475829,8,21488,4,62415,1,365
2020,서울특별시,용산구,108,211853,7,8454,1,4500,0,0
2020,서울특별시,은평구,237,531572,1,0,28,18508,1,0
2020,서울특별시,종로구,138,730862,2,11754,6,12472,5,13627
2020,서울특별시,중구,129,767329,2,181,0,0,0,0
2020,서울특별시,중랑구,151,366471,9,5021,15,22250,5,17835
2020,부산광역시,강서구,108,581216,11,161540,46,197102,3,47208
2020,부산광역시,금정구,938,3340273,16,167559,110,330537,21,98221
2020,부산광역시,기장군,758,2419671,57,245816,885,3124458,0,0
2020,부산광역시,남구,308,565753,14,18990,17,52957,0,0
2020,부산광역시,동구,64,282996,0,0,1,800,0,0
2020,부산광역시,동래구,451,1628475,3,10389,7,3576,33,618250
2020,부산광역시,부산진구,454,2939289,7,28853,9,49477,2,11205
2020,부산광역시,북구,417,838275,1,890,11,21072,1,459
2020,부산광역시,사상구,233,877279,18,59606,2,3075,0,0
2020,부산광역시,사하구,314,2148849,24,84384,7,20505,0,0
2020,부산광역시,서구,187,341828,7,14642,8,26139,0,0
2020,부산광역시,수영구,214,862673,4,6170,17,83701,0,0
2020,부산광역시,연제구,269,1520089,5,13452,2,5500,0,0
2020,부산광역시,영도구,190,704751,4,2685,1,0,0,0
2020,부산광역시,중구,70,571537,0,0,2,6096,0,0
2020,부산광역시,해운대구,418,1816004,16,379227,22,189977,8,974358
2020,대구광역시,남구,107,822125,1,2000,8,63016,0,0
2020,대구광역시,달서구,311,1043578,30,222569,26,38945,3,5471
2020,대구광역시,달성군,1022,3135168,62,811657,1197,5260971,0,0
2020,대구광역시,동구,675,915127,41,251926,717,1186767,5,394605
2020,대구광역시,북구,446,1988606,38,1546525,163,404418,0,0
2020,대구광역시,서구,112,926007,19,322002,10,55252,0,0
2020,대구광역시,수성구,235,1216033,8,87016,145,264288,0,0
2020,대구광역시,중구,154,783174,0,0,6,77400,0,0
2020,인천광역시,강화군,3537,10805190,35,354015,4097,7215968,0,0
2020,인천광역시,계양구,309,703001,17,131222,796,1712213,2,9454
2020,인천광역시,남동구,185,1030086,10,70017,653,1171154,0,0
2020,인천광역시,동구,36,1208395,3,1288,0,0,1,9453
2020,인천광역시,미추홀구,105,301782,0,0,1,730,0,0
2020,인천광역시,부평구,206,1136082,4,32156,18,39202,0,0
2020,인천광역시,서구,471,1567220,10,104174,340,568568,0,0
2020,인천광역시,연수구,92,188240,0,0,15,36854,0,0
2020,인천광역시,옹진군,804,2920752,13,154884,557,996875,5,172114
2020,인천광역시,중구,1905,4238712,1,25550,570,4479340,50,278807
2020,광주광역시,광산구,2276,3077291,100,1075431,2956,1142556,0,0
2020,광주광역시,남구,532,1393414,4,18834,1677,2857708,0,0
2020,광주광역시,동구,732,692729,2,1595,76,107293,0,0
2020,광주광역시,북구,1525,2704089,51,111807,567,813140,0,0
2020,광주광역시,서구,526,946749,27,1029118,867,1063344,1,0
2020,대전광역시,대덕구,2479,1405582,73,840225,518,534802,1,0
2020,대전광역시,동구,4431,4112385,36,86909,1130,1492249,3,0
2020,대전광역시,서구,2466,2709793,2,24031,774,1400561,1,365
2020,대전광역시,유성구,3691,3493387,25,92265,1994,2611798,0,0
2020,대전광역시,중구,3049,5543659,87,259258,365,751801,0,0
2020,울산광역시,남구,298,1572072,27,342929,31,117824,0,0
2020,울산광역시,동구,175,1129635,0,0,21,22124,0,0
2020,울산광역시,북구,384,2064430,20,251133,251,599629,0,0
2020,울산광역시,울주군,2779,12081198,123,1555032,1448,2831763,0,0
2020,울산광역시,중구,160,1289918,0,0,57,239498,4,8716
2020,세종특별자치시,세종특별자치시,11187,8264077,161,3450359,10064,10005385,5,162500
2020,경기도,가평군,10706,5971409,19,140931,2525,3568182,6,365000
2020,경기도,고양시,5333,10247376,34,242988,8002,13139449,7,12418
2020,경기도,과천시,134,484972,0,0,1030,837668,0,0
2020,경기도,광명시,658,1034218,23,686296,1417,2015519,5,3923
2020,경기도,광주시,9402,7389259,86,239029,1754,2557525,156,1791792
2020,경기도,구리시,254,602052,12,5628,326,634047,0,0
2020,경기도,군포시,139,729649,3,5018,409,612243,0,0
2020,경기도,김포시,6899,9656450,209,540815,3156,4629968,0,0
2020,경기도,남양주시,6137,8513083,93,910448,3692,5202012,21,165785
2020,경기도,동두천시,775,927529,34,295292,430,707444,0,0
2020,경기도,부천시,648,1119468,45,220967,360,557689,4,35131
2020,경기도,성남시,442,3853179,13,8608,562,1525330,9,71448
2020,경기도,수원시,1699,1753090,57,637272,1151,1376431,14,4117
2020,경기도,시흥시,1081,669184,11,88703,2861,1674980,3,23484
2020,경기도,안산시,713,1126904,11,150577,1489,2172070,0,0
2020,경기도,안성시,14183,16817140,139,1344130,13283,16847750,0,0
2020,경기도,안양시,519,1777579,28,351714,94,126020,0,0
2020,경기도,양주시,7444,9642883,506,2931589,5995,9273810,0,0
2020,경기도,양평군,19053,19377252,26,251699,11516,26224623,4,40131
2020,경기도,여주시,12452,12486995,196,2989700,8150,15069797,327,2688332
2020,경기도,연천군,1433,1478550,37,444382,2524,3708296,1,54750
2020,경기도,오산시,651,963837,15,684612,310,813696,1,846
2020,경기도,용인시,6269,23893421,67,619115,2607,5743878,14,62429
2020,경기도,의왕시,1274,1445078,81,94839,805,1319025,13,22915
2020,경기도,의정부시,1673,2208499,7,42973,749,847718,1,3600
2020,경기도,이천시,5739,11517928,141,1754440,8593,12313039,3,547500
2020,경기도,파주시,13804,23187800,234,2450971,3811,7208404,99,674319
2020,경기도,평택시,7111,8399186,243,5015024,4062,5585861,0,0
2020,경기도,포천시,6566,9573359,114,1212924,2949,4550137,8,175200
2020,경기도,하남시,2488,1608001,39,1607732,1883,2919834,0,0
2020,경기도,화성시,9365,13393862,306,3118684,3570,5362389,42,67926
2020,강원도,강릉시,8230,6409225,70,1227864,2392,5576019,0,0
2020,강원도,고성군,1227,3335132,32,152068,1501,4384101,2,0
2020,강원도,동해시,728,3109112,64,2755495,346,570853,1,35600
2020,강원도,삼척시,1978,16238105,47,939452,802,4565578,5,87311
2020,강원도,속초시,550,1003398,66,185139,314,667464,9,5918
2020,강원도,양구군,2075,1273000,21,35854,3106,4978814,0,0
2020,강원도,양양군,870,798242,24,174755,1105,1189504,2,480
2020,강원도,영월군,1770,7404750,35,261391,1209,1933636,4,21636
2020,강원도,원주시,17816,11028813,149,703257,7695,8060459,0,0
2020,강원도,인제군,3379,1454726,18,95629,351,852980,3,26280
2020,강원도,정선군,1007,1896381,20,43031,599,1861807,0,0
2020,강원도,철원군,2341,4363006,21,234739,2555,4130403,2,30000
2020,강원도,춘천시,9183,16585869,111,806300,8390,19642357,0,0
2020,강원도,태백시,172,436367,10,25000,66,259346,2,1800
2020,강원도,평창군,4375,6534172,32,190433,1482,4449744,12,181462
2020,강원도,홍천군,11656,1634104,43,191085,2890,2237278,5,36684
2020,강원도,화천군,2708,2722336,19,154621,2212,5395803,6,42210
2020,강원도,횡성군,7196,9843632,62,586742,4369,11305185,0,0
2020,충청북도,괴산군,3724,2655302,30,168120,4284,6342706,24,154751
2020,충청북도,단양군,1595,1773056,40,1396963,450,1178185,9,1132
2020,충청북도,보은군,5387,5438442,57,202382,5359,10277331,5,22770
2020,충청북도,영동군,9267,7759250,86,1222557,5632,16448477,1,4393
2020,충청북도,옥천군,10658,6245325,98,1280027,7900,10719178,30,458903
2020,충청북도,음성군,11169,12309790,643,6353549,8685,17696488,13,123973
2020,충청북도,제천시,6750,6660235,93,843180,5646,19391264,0,0
2020,충청북도,증평군,2063,2940351,55,540246,2069,3338007,0,0
2020,충청북도,진천군,7337,11492036,203,2831777,4236,12881843,4,32252
2020,충청북도,청주시,23839,21966866,254,2509546,25159,25841617,23,424235
2020,충청북도,충주시,12022,13540557,174,2187277,10986,25379591,51,300009
2020,충청남도,계룡시,530,694103,9,113906,317,723885,1,0
2020,충청남도,공주시,17028,18288286,149,1101257,12860,30508964,3,60000
2020,충청남도,금산군,6650,5198875,120,2015462,8734,10906830,2,27000
2020,충청남도,논산시,9678,8379840,158,596610,15410,21312757,0,0
2020,충청남도,당진시,13088,15989163,78,2308801,5238,12424552,6,45990
2020,충청남도,보령시,6053,8118428,66,611170,6503,19741824,2,1825
2020,충청남도,부여군,17264,6373731,74,288652,11072,9532114,10,3500
2020,충청남도,서산시,9191,5355745,52,1137878,21483,22965776,29,21334
2020,충청남도,서천군,7935,4589652,90,926636,8373,10892596,0,0
2020,충청남도,아산시,6898,20113241,188,2942115,6976,12238692,3,4410
2020,충청남도,예산군,8226,16093963,50,711693,5682,14067023,26,29925
2020,충청남도,천안시,16327,10354027,285,3945886,13843,16934543,2,1949
2020,충청남도,청양군,5323,5118623,29,353752,5835,5654531,1,0
2020,충청남도,태안군,8707,3763260,13,47088,9829,11223451,1141,3083210
2020,충청남도,홍성군,10536,6329168,59,648845,9682,10953509,8,6102
