,행정구역,,2023년03월_계_총인구수,2023년03월_계_연령구간인구수,2023년03월_계_0~9세,2023년03월_계_10~19세,2023년03월_계_20~29세,2023년03월_계_30~39세,2023년03월_계_40~49세,2023년03월_계_50~59세,2023년03월_계_60~69세,2023년03월_계_70~79세,2023년03월_계_80~89세,2023년03월_계_90~99세,2023년03월_계_100세 이상,2023년03월_남_총인구수,2023년03월_남_연령구간인구수,2023년03월_남_0~9세,2023년03월_남_10~19세,2023년03월_남_20~29세,2023년03월_남_30~39세,2023년03월_남_40~49세,2023년03월_남_50~59세,2023년03월_남_60~69세,2023년03월_남_70~79세,2023년03월_남_80~89세,2023년03월_남_90~99세,2023년03월_남_100세 이상,2023년03월_여_총인구수,2023년03월_여_연령구간인구수,2023년03월_여_0~9세,2023년03월_여_10~19세,2023년03월_여_20~29세,2023년03월_여_30~39세,2023년03월_여_40~49세,2023년03월_여_50~59세,2023년03월_여_60~69세,2023년03월_여_70~79세,2023년03월_여_80~89세,2023년03월_여_90~99세,2023년03월_여_100세 이상
185,인천광역시,미추홀구,"404,867","404,867","24,150","31,393","53,740","54,741","62,874","66,688","61,277","32,287","15,491","2,159",67,"203,745","203,745","12,327","16,178","28,277","29,454","33,353","33,930","29,279","14,630","5,821",483,13,"201,122","201,122","11,823","15,215","25,463","25,287","29,521","32,758","31,998","17,657","9,670","1,676",54
186,인천광역시,부평구,"490,430","490,430","28,946","40,236","64,023","69,314","73,614","87,076","75,142","33,450","16,192","2,358",79,"241,789","241,789","14,798","20,873","32,584","36,181","37,296","42,154","36,337","15,353","5,708",489,16,"248,641","248,641","14,148","19,363","31,439","33,133","36,318","44,922","38,805","18,097","10,484","1,869",63
187,인천광역시,서구,"598,675","598,675","53,255","61,085","72,468","90,343","105,444","100,189","72,900","28,258","12,608","2,051",74,"301,945","301,945","27,272","31,308","37,287","46,088","54,358","50,488","36,900","13,444","4,386",399,15,"296,730","296,730","25,983","29,777","35,181","44,255","51,086","49,701","36,000","14,814","8,222","1,652",59
188,인천광역시,연수구,"388,239","388,239","34,424","44,293","47,684","53,932","68,872","65,114","46,982","17,001","8,403","1,481",53,"192,573","192,573","17,570","22,630","24,915","26,659","33,708","31,949","23,848","8,033","2,941",308,12,"195,666","195,666","16,854","21,663","22,769","27,273","35,164","33,165","23,134","8,968","5,462","1,173",41
189,인천광역시,옹진군,"20,506","20,506",752,"1,063","2,536","1,793","2,269","3,375","4,683","2,473","1,279",264,19,"11,710","11,710",376,589,"1,834","1,144","1,442","1,971","2,565","1,242",484,61,2,"8,796","8,796",376,474,702,649,827,"1,404","2,118","1,231",795,203,17
190,인천광역시,중구,"153,924","153,924","12,009","14,221","19,436","23,840","27,196","23,114","18,764","10,005","4,586",724,29,"79,754","79,754","6,242","7,238","9,953","12,924","14,622","12,709","9,487","4,704","1,715",153,7,"74,170","74,170","5,767","6,983","9,483","10,916","12,574","10,405","9,277","5,301","2,871",571,22
191,전라남도,강진군,"33,015","33,015","1,394","2,297","2,456","2,152","3,326","5,376","6,606","4,892","3,872",630,14,"16,025","16,025",681,"1,197","1,391","1,117","1,792","2,952","3,366","2,181","1,233",112,3,"16,990","16,990",713,"1,100","1,065","1,035","1,534","2,424","3,240","2,711","2,639",518,11
192,전라남도,고흥군,"61,615","61,615","2,144","3,473","3,551","3,207","5,670","9,621","13,345","10,770","8,318","1,469",47,"30,040","30,040","1,066","1,840","2,082","1,721","3,226","5,500","6,794","4,811","2,688",305,7,"31,575","31,575","1,078","1,633","1,469","1,486","2,444","4,121","6,551","5,959","5,630","1,164",40
193,전라남도,곡성군,"27,007","27,007",839,"1,694","2,037","1,557","2,673","4,639","5,583","3,917","3,448",600,20,"13,373","13,373",424,930,"1,128",840,"1,455","2,628","2,978","1,786","1,081",120,3,"13,634","13,634",415,764,909,717,"1,218","2,011","2,605","2,131","2,367",480,17
194,전라남도,광양시,"152,070","152,070","11,867","15,637","18,608","18,073","23,029","29,892","20,168","8,771","5,110",883,32,"79,487","79,487","6,027","8,086","10,727","9,760","12,092","16,090","10,689","4,185","1,680",150,1,"72,583","72,583","5,840","7,551","7,881","8,313","10,937","13,802","9,479","4,586","3,430",733,31
197,전라남도,구례군,"24,516","24,516",913,"1,652","1,687","1,332","2,531","4,376","5,099","3,603","2,879",433,11,"11,957","11,957",439,858,977,657,"1,368","2,409","2,632","1,620",903,93,1,"12,559","12,559",474,794,710,675,"1,163","1,967","2,467","1,983","1,976",340,10
198,전라남도,나주시,"116,842","116,842","9,177","9,953","11,505","14,043","17,085","17,545","17,782","11,058","7,504","1,158",32,"58,986","58,986","4,734","5,100","6,045","7,265","9,313","9,639","9,218","5,035","2,377",254,6,"57,856","57,856","4,443","4,853","5,460","6,778","7,772","7,906","8,564","6,023","5,127",904,26
199,전라남도,담양군,"45,655","45,655","1,988","2,924","4,043","3,379","4,898","8,114","9,209","6,001","4,405",664,30,"23,088","23,088",979,"1,497","2,369","1,734","2,747","4,498","4,874","2,780","1,449",158,3,"22,567","22,567","1,009","1,427","1,674","1,645","2,151","3,616","4,335","3,221","2,956",506,27
200,전라남도,목포시,"215,956","215,956","14,465","23,540","25,080","22,147","35,360","36,636","30,837","18,230","8,551","1,075",35,"107,353","107,353","7,493","12,017","13,620","11,266","18,237","18,684","14,664","8,106","3,026",237,3,"108,603","108,603","6,972","11,523","11,460","10,881","17,123","17,952","16,173","10,124","5,525",838,32
201,전라남도,무안군,"90,609","90,609","7,412","10,007","9,247","10,431","14,578","13,567","12,079","7,767","4,824",675,22,"45,526","45,526","3,836","5,055","4,982","5,214","7,639","7,417","6,139","3,608","1,525",111,0,"45,083","45,083","3,576","4,952","4,265","5,217","6,939","6,150","5,940","4,159","3,299",564,22
202,전라남도,보성군,"38,257","38,257","1,329","2,357","2,438","2,069","3,655","6,295","7,904","6,126","5,157",892,35,"18,760","18,760",694,"1,222","1,406","1,122","2,073","3,558","4,111","2,754","1,624",189,7,"19,497","19,497",635,"1,135","1,032",947,"1,582","2,737","3,793","3,372","3,533",703,28
203,전라남도,순천시,"278,649","278,649","21,010","28,850","34,535","31,979","41,288","49,110","38,950","19,533","11,516","1,830",48,"139,060","139,060","10,786","14,909","18,928","16,496","20,339","24,647","19,605","9,099","3,866",381,4,"139,589","139,589","10,224","13,941","15,607","15,483","20,949","24,463","19,345","10,434","7,650","1,449",44
204,전라남도,신안군,"37,844","37,844","1,290","1,916","2,377","2,314","3,987","6,751","8,248","5,968","4,403",571,19,"20,374","20,374",680,981,"1,450","1,423","2,676","4,187","4,627","2,834","1,410",102,4,"17,470","17,470",610,935,927,891,"1,311","2,564","3,621","3,134","2,993",469,15
205,전라남도,여수시,"273,917","273,917","18,070","25,053","30,875","28,584","39,635","47,706","43,828","25,650","12,588","1,871",57,"139,417","139,417","9,228","12,841","17,459","15,454","20,818","25,101","21,718","12,035","4,402",355,6,"134,500","134,500","8,842","12,212","13,416","13,130","18,817","22,605","22,110","13,615","8,186","1,516",51
206,전라남도,영광군,"52,258","52,258","3,480","3,987","4,612","4,521","6,232","8,466","9,037","6,625","4,684",583,31,"26,137","26,137","1,749","2,064","2,591","2,319","3,472","4,753","4,657","2,902","1,504",123,3,"26,121","26,121","1,731","1,923","2,021","2,202","2,760","3,713","4,380","3,723","3,180",460,28
207,전라남도,영암군,"52,491","52,491","2,781","4,171","4,730","4,063","7,103","9,531","9,105","6,008","4,359",626,14,"27,413","27,413","1,432","2,183","2,829","2,164","4,225","5,525","4,861","2,678","1,383",131,2,"25,078","25,078","1,349","1,988","1,901","1,899","2,878","4,006","4,244","3,330","2,976",495,12
208,전라남도,완도군,"47,334","47,334","2,596","3,390","3,247","3,238","5,699","7,640","8,989","6,957","4,883",678,17,"23,893","23,893","1,354","1,771","1,920","1,742","3,330","4,349","4,548","3,135","1,611",132,1,"23,441","23,441","1,242","1,619","1,327","1,496","2,369","3,291","4,441","3,822","3,272",546,16
209,전라남도,장성군,"42,948","42,948","2,090","3,062","3,777","3,183","5,015","7,467","8,029","5,556","4,182",570,17,"22,086","22,086","1,052","1,589","2,279","1,719","2,791","4,284","4,319","2,558","1,357",135,3,"20,862","20,862","1,038","1,473","1,498","1,464","2,224","3,183","3,710","2,998","2,825",435,14
210,전라남도,장흥군,"35,470","35,470","1,596","2,481","2,590","2,302","3,645","5,997","6,915","5,077","4,150",701,16,"17,303","17,303",804,"1,293","1,480","1,212","2,047","3,270","3,500","2,275","1,285",132,5,"18,167","18,167",792,"1,188","1,110","1,090","1,598","2,727","3,415","2,802","2,865",569,11
211,전라남도,진도군,"29,363","29,363","1,363","2,040","2,228","1,959","3,272","4,862","5,612","4,308","3,261",443,15,"14,646","14,646",644,"1,044","1,319","1,041","1,904","2,808","2,900","1,939",968,78,1,"14,717","14,717",719,996,909,918,"1,368","2,054","2,712","2,369","2,293",365,14
212,전라남도,함평군,"30,770","30,770","1,037","1,922","2,162","1,775","3,099","5,241","6,403","4,659","3,873",581,18,"15,551","15,551",527,"1,037","1,276",968,"1,824","3,114","3,435","2,033","1,220",116,1,"15,219","15,219",510,885,886,807,"1,275","2,127","2,968","2,626","2,653",465,17
213,전라남도,해남군,"65,485","65,485","3,121","4,813","4,951","4,184","7,304","11,059","12,901","9,408","6,762",952,30,"32,645","32,645","1,616","2,454","2,857","2,247","4,041","6,223","6,604","4,235","2,198",170,0,"32,840","32,840","1,505","2,359","2,094","1,937","3,263","4,836","6,297","5,173","4,564",782,30
214,전라남도,화순군,"61,801","61,801","2,884","5,254","6,356","4,493","7,432","11,356","10,824","7,014","5,415",750,23,"30,550","30,550","1,484","2,765","3,385","2,308","3,783","6,123","5,760","3,090","1,686",165,1,"31,251","31,251","1,400","2,489","2,971","2,185","3,649","5,233","5,064","3,924","3,729",585,22
215,전라북도,고창군,"52,205","52,205","2,196","3,853","3,646","3,349","5,474","8,666","10,411","7,687","5,945",942,36,"25,976","25,976","1,162","2,129","2,106","1,778","3,072","4,866","5,258","3,495","1,938",170,2,"26,229","26,229","1,034","1,724","1,540","1,571","2,402","3,800","5,153","4,192","4,007",772,34
221,전라북도,군산시,"261,601","261,601","17,464","25,703","27,388","26,859","41,688","44,596","40,567","23,617","11,820","1,852",47,"132,513","132,513","8,840","13,296","15,207","14,170","21,709","23,637","20,111","10,946","4,213",375,9,"129,088","129,088","8,624","12,407","12,181","12,689","19,979","20,959","20,456","12,671","7,607","1,477",38
224,전라북도,김제시,"81,893","81,893","3,654","5,950","7,114","6,238","9,477","13,335","15,886","10,850","7,962","1,388",39,"40,738","40,738","1,873","3,083","4,010","3,243","5,264","7,387","8,105","4,873","2,588",306,6,"41,155","41,155","1,781","2,867","3,104","2,995","4,213","5,948","7,781","5,977","5,374","1,082",33
225,전라북도,남원시,"77,549","77,549","4,060","6,743","6,631","5,724","9,575","13,339","14,055","9,408","6,912","1,060",42,"38,024","38,024","2,121","3,510","3,675","2,936","4,827","7,123","7,142","4,195","2,251",233,11,"39,525","39,525","1,939","3,233","2,956","2,788","4,748","6,216","6,913","5,213","4,661",827,31
226,전라북도,무주군,"23,375","23,375",909,"1,734","1,578","1,483","2,585","3,988","4,939","3,156","2,612",372,19,"11,690","11,690",486,878,880,805,"1,424","2,228","2,614","1,399",886,89,1,"11,685","11,685",423,856,698,678,"1,161","1,760","2,325","1,757","1,726",283,18
227,전라북도,부안군,"50,122","50,122","2,096","3,398","3,729","3,385","5,632","8,374","10,248","7,372","5,168",705,15,"24,908","24,908","1,087","1,775","2,133","1,817","3,097","4,641","5,175","3,324","1,731",127,1,"25,214","25,214","1,009","1,623","1,596","1,568","2,535","3,733","5,073","4,048","3,437",578,14
228,전라북도,순창군,"26,760","26,760","1,153","2,117","1,888","1,643","2,995","4,406","5,295","3,725","3,078",445,15,"13,139","13,139",586,"1,099","1,077",819,"1,631","2,434","2,791","1,622",961,118,1,"13,621","13,621",567,"1,018",811,824,"1,364","1,972","2,504","2,103","2,117",327,14
233,전라북도,완주군,"94,265","94,265","6,179","8,437","8,919","9,593","13,448","15,653","15,923","9,189","5,964",929,31,"48,459","48,459","3,102","4,412","4,966","4,998","7,258","8,678","8,370","4,437","2,046",188,4,"45,806","45,806","3,077","4,025","3,953","4,595","6,190","6,975","7,553","4,752","3,918",741,27
234,전라북도,익산시,"272,602","272,602","15,653","26,173","32,892","26,184","38,473","47,830","44,126","24,783","14,158","2,275",55,"135,758","135,758","8,001","13,438","17,960","13,717","19,642","24,367","21,911","11,350","4,870",497,5,"136,844","136,844","7,652","12,735","14,932","12,467","18,831","23,463","22,215","13,433","9,288","1,778",50
235,전라북도,임실군,"26,398","26,398","1,207","1,492","1,756","1,730","2,453","4,367","5,549","3,986","3,318",524,16,"13,546","13,546",631,790,"1,035",922,"1,486","2,497","3,072","1,880","1,103",127,3,"12,852","12,852",576,702,721,808,967,"1,870","2,477","2,106","2,215",397,13
236,전라북도,장수군,"21,177","21,177",883,"1,552","1,413","1,258","2,264","3,532","4,484","3,058","2,370",348,15,"10,643","10,643",456,794,847,657,"1,272","1,973","2,352","1,443",746,102,1,"10,534","10,534",427,758,566,601,992,"1,559","2,132","1,615","1,624",246,14
237,전라북도,전주시,"647,987","647,987","46,512","68,844","87,496","77,949","102,234","108,089","84,545","45,726","23,204","3,285",103,"318,416","318,416","23,763","35,448","46,023","39,845","50,036","53,252","40,065","20,536","8,644",794,10,"329,571","329,571","22,749","33,396","41,473","38,104","52,198","54,837","44,480","25,190","14,560","2,491",93
239,전라북도,정읍시,"104,590","104,590","5,214","8,815","9,596","7,946","13,386","18,064","18,461","12,494","9,149","1,423",42,"52,062","52,062","2,664","4,655","5,392","4,230","7,036","9,704","9,399","5,606","3,086",283,7,"52,528","52,528","2,550","4,160","4,204","3,716","6,350","8,360","9,062","6,888","6,063","1,140",35
240,전라북도,진안군,"24,651","24,651",985,"1,578","1,671","1,402","2,336","4,306","5,512","3,661","2,748",438,14,"12,584","12,584",500,831,973,688,"1,333","2,453","2,994","1,795",932,84,1,"12,067","12,067",485,747,698,714,"1,003","1,853","2,518","1,866","1,816",354,13
241,제주특별자치도,서귀포시,"184,438","184,438","13,394","17,611","17,689","18,634","29,397","33,002","28,009","15,743","9,328","1,550",81,"92,859","92,859","6,861","9,215","9,630","9,246","15,259","17,648","14,102","7,294","3,322",277,5,"91,579","91,579","6,533","8,396","8,059","9,388","14,138","15,354","13,907","8,449","6,006","1,273",76
242,제주특별자치도,제주시,"492,593","492,593","40,451","52,838","58,663","60,323","81,257","84,980","62,204","31,337","17,243","3,114",183,"246,197","246,197","20,777","27,388","30,931","30,621","41,145","43,543","30,853","14,328","6,075",527,9,"246,396","246,396","19,674","25,450","27,732","29,702","40,112","41,437","31,351","17,009","11,168","2,587",174
246,충청남도,계룡시,"44,918","44,918","3,720","6,258","4,737","5,021","8,347","7,622","5,444","2,346","1,215",199,9,"22,347","22,347","1,856","3,291","2,643","2,594","4,021","3,807","2,584","1,115",393,41,2,"22,571","22,571","1,864","2,967","2,094","2,427","4,326","3,815","2,860","1,231",822,158,7
247,충청남도,공주시,"102,697","102,697","4,745","8,006","10,883","8,517","12,397","17,213","20,362","11,529","7,702","1,308",35,"51,293","51,293","2,448","4,145","5,838","4,667","6,510","8,875","10,226","5,505","2,742",334,3,"51,404","51,404","2,297","3,861","5,045","3,850","5,887","8,338","10,136","6,024","4,960",974,32
248,충청남도,금산군,"50,318","50,318","2,056","4,123","3,502","3,199","5,647","8,723","10,941","6,707","4,712",686,22,"25,394","25,394","1,018","2,176","2,009","1,696","3,064","4,817","5,693","3,154","1,590",174,3,"24,924","24,924","1,038","1,947","1,493","1,503","2,583","3,906","5,248","3,553","3,122",512,19
249,충청남도,논산시,"111,914","111,914","5,939","9,091","10,020","9,557","13,954","18,770","21,673","12,703","8,720","1,450",37,"55,922","55,922","3,035","4,675","5,638","5,112","7,425","9,876","11,023","5,817","2,962",349,10,"55,992","55,992","2,904","4,416","4,382","4,445","6,529","8,894","10,650","6,886","5,758","1,101",27
250,충청남도,당진시,"168,673","168,673","13,483","16,176","15,039","20,618","27,900","27,290","24,259","13,575","8,936","1,355",42,"89,905","89,905","6,811","8,481","8,867","11,812","15,653","15,463","12,663","6,542","3,269",342,2,"78,768","78,768","6,672","7,695","6,172","8,806","12,247","11,827","11,596","7,033","5,667","1,013",40
251,충청남도,보령시,"96,756","96,756","5,098","7,703","8,401","8,265","12,834","16,284","18,659","11,410","6,997","1,076",29,"49,036","49,036","2,569","4,003","4,854","4,549","7,015","8,735","9,325","5,209","2,530",243,4,"47,720","47,720","2,529","3,700","3,547","3,716","5,819","7,549","9,334","6,201","4,467",833,25
252,충청남도,부여군,"61,956","61,956","2,335","4,205","4,527","3,737","6,402","9,821","13,870","9,135","6,731","1,168",25,"30,812","30,812","1,239","2,236","2,601","2,019","3,489","5,219","7,041","4,254","2,407",305,2,"31,144","31,144","1,096","1,969","1,926","1,718","2,913","4,602","6,829","4,881","4,324",863,23
253,충청남도,서산시,"176,150","176,150","13,461","16,994","18,045","20,676","27,522","29,098","25,326","14,295","9,089","1,600",44,"91,968","91,968","6,849","8,936","10,937","11,658","14,648","15,558","12,828","6,909","3,281",361,3,"84,182","84,182","6,612","8,058","7,108","9,018","12,874","13,540","12,498","7,386","5,808","1,239",41
254,충청남도,서천군,"49,732","49,732","1,930","3,130","3,319","2,963","5,148","7,880","10,865","7,816","5,662",999,20,"24,581","24,581",981,"1,592","1,936","1,637","2,794","4,312","5,471","3,583","2,029",243,3,"25,151","25,151",949,"1,538","1,383","1,326","2,354","3,568","5,394","4,233","3,633",756,17
255,충청남도,아산시,"336,690","336,690","30,819","37,461","37,646","48,757","61,625","50,698","38,008","19,051","10,950","1,631",44,"175,484","175,484","15,923","19,247","21,100","26,035","33,279","27,540","19,357","8,656","3,963",378,6,"161,206","161,206","14,896","18,214","16,546","22,722","28,346","23,158","18,651","10,395","6,987","1,253",38
256,충청남도,예산군,"78,451","78,451","3,400","5,527","6,167","6,222","9,171","12,987","16,277","10,288","7,302","1,076",34,"39,351","39,351","1,740","2,856","3,492","3,424","4,894","7,058","8,176","4,760","2,697",250,4,"39,100","39,100","1,660","2,671","2,675","2,798","4,277","5,929","8,101","5,528","4,605",826,30
257,충청남도,천안시,"657,816","657,816","52,996","67,995","91,553","98,686","112,522","105,773","75,966","32,422","17,239","2,586",78,"336,825","336,825","27,191","35,015","48,682","52,845","58,560","54,106","38,648","15,086","6,116",565,11,"320,991","320,991","25,805","32,980","42,871","45,841","53,962","51,667","37,318","17,336","11,123","2,021",67
259,충청남도,청양군,"30,280","30,280","1,048","2,030","2,424","1,833","2,824","4,863","6,811","4,359","3,491",589,8,"15,444","15,444",544,"1,063","1,447","1,011","1,637","2,728","3,540","2,075","1,232",165,2,"14,836","14,836",504,967,977,822,"1,187","2,135","3,271","2,284","2,259",424,6
260,충청남도,태안군,"61,011","61,011","2,480","4,080","4,363","4,209","7,222","10,367","13,262","9,008","5,139",858,23,"30,851","30,851","1,252","2,100","2,622","2,337","3,991","5,641","6,516","4,362","1,830",193,7,"30,160","30,160","1,228","1,980","1,741","1,872","3,231","4,726","6,746","4,646","3,309",665,16
261,충청남도,홍성군,"97,288","97,288","6,486","9,390","8,642","9,287","13,626","15,497","16,328","9,959","6,948","1,095",30,"48,492","48,492","3,357","4,836","4,773","4,864","6,955","8,282","8,126","4,580","2,448",268,3,"48,796","48,796","3,129","4,554","3,869","4,423","6,671","7,215","8,202","5,379","4,500",827,27
262,충청북도,괴산군,"36,835","36,835","1,187","1,780","2,255","2,113","3,467","6,721","9,705","5,407","3,656",530,14,"18,991","18,991",594,919,"1,334","1,195","1,962","3,708","5,208","2,672","1,276",120,3,"17,844","17,844",593,861,921,918,"1,505","3,013","4,497","2,735","2,380",410,11
19,충청북도,단양군,"27,687","27,687",948,"1,722","1,835","1,703","2,810","5,115","7,010","3,918","2,317",298,11,"14,097","14,097",497,935,"1,064",940,"1,510","2,776","3,645","1,828",826,75,1,"13,590","13,590",451,787,771,763,"1,300","2,339","3,365","2,090","1,491",223,10
115,충청북도,보은군,"31,414","31,414","1,185","1,938","2,069","1,878","3,022","5,299","7,675","4,409","3,353",574,12,"15,862","15,862",618,"1,034","1,236","1,032","1,666","2,924","4,015","2,086","1,123",127,1,"15,552","15,552",567,904,833,846,"1,356","2,375","3,660","2,323","2,230",447,11
126,충청북도,영동군,"44,730","44,730","1,761","3,001","3,458","2,683","4,667","7,785","10,250","6,175","4,345",587,18,"22,385","22,385",900,"1,554","1,955","1,465","2,531","4,188","5,315","2,804","1,536",135,2,"22,345","22,345",861,"1,447","1,503","1,218","2,136","3,597","4,935","3,371","2,809",452,16
137,충청북도,옥천군,"49,311","49,311","2,049","3,679","3,825","3,331","5,792","8,448","10,877","6,402","4,211",680,17,"24,904","24,904","1,067","1,959","2,184","1,733","3,072","4,528","5,635","3,096","1,452",177,1,"24,407","24,407",982,"1,720","1,641","1,598","2,720","3,920","5,242","3,306","2,759",503,16
141,충청북도,음성군,"91,825","91,825","4,886","7,140","8,624","8,937","12,992","17,266","17,462","8,467","5,255",771,25,"48,781","48,781","2,519","3,757","4,932","5,164","7,250","9,582","9,369","4,170","1,874",156,8,"43,044","43,044","2,367","3,383","3,692","3,773","5,742","7,684","8,093","4,297","3,381",615,17
173,충청북도,제천시,"131,551","131,551","7,359","11,719","14,584","11,673","17,000","22,970","24,924","13,002","7,392",896,32,"66,169","66,169","3,776","5,998","8,174","6,324","8,686","11,784","12,411","6,088","2,732",191,5,"65,382","65,382","3,583","5,721","6,410","5,349","8,314","11,186","12,513","6,914","4,660",705,27
195,충청북도,증평군,"37,321","37,321","2,723","3,390","4,385","4,509","5,576","6,138","5,772","2,880","1,730",216,2,"19,445","19,445","1,390","1,786","2,569","2,557","3,019","3,215","2,903","1,354",613,39,0,"17,876","17,876","1,333","1,604","1,816","1,952","2,557","2,923","2,869","1,526","1,117",177,2
216,충청북도,진천군,"85,842","85,842","6,822","8,417","8,875","11,009","14,228","14,042","12,266","5,695","3,915",558,15,"45,363","45,363","3,554","4,394","5,189","6,183","7,764","7,737","6,391","2,693","1,340",113,5,"40,479","40,479","3,268","4,023","3,686","4,826","6,464","6,305","5,875","3,002","2,575",445,10
222,충청북도,청주시,"849,539","849,539","65,834","84,668","114,373","116,308","135,998","138,354","112,355","50,126","27,553","3,873",97,"429,363","429,363","33,637","43,693","62,436","62,519","69,047","69,179","55,389","22,921","9,710",819,13,"420,176","420,176","32,197","40,975","51,937","53,789","66,951","69,175","56,966","27,205","17,843","3,054",84
244,충청북도,충주시,"208,001","208,001","12,701","18,016","22,192","22,296","29,645","36,315","36,002","17,962","11,295","1,533",44,"105,451","105,451","6,433","9,394","12,691","12,377","15,252","18,580","18,179","8,146","4,050",340,9,"102,550","102,550","6,268","8,622","9,501","9,919","14,393","17,735","17,823","9,816","7,245","1,193",35
