,행정구역,,2023년03월_계_총인구수,2023년03월_계_연령구간인구수,2023년03월_계_0~9세,2023년03월_계_10~19세,2023년03월_계_20~29세,2023년03월_계_30~39세,2023년03월_계_40~49세,2023년03월_계_50~59세,2023년03월_계_60~69세,2023년03월_계_70~79세,2023년03월_계_80~89세,2023년03월_계_90~99세,2023년03월_계_100세 이상,2023년03월_남_총인구수,2023년03월_남_연령구간인구수,2023년03월_남_0~9세,2023년03월_남_10~19세,2023년03월_남_20~29세,2023년03월_남_30~39세,2023년03월_남_40~49세,2023년03월_남_50~59세,2023년03월_남_60~69세,2023년03월_남_70~79세,2023년03월_남_80~89세,2023년03월_남_90~99세,2023년03월_남_100세 이상,2023년03월_여_총인구수,2023년03월_여_연령구간인구수,2023년03월_여_0~9세,2023년03월_여_10~19세,2023년03월_여_20~29세,2023년03월_여_30~39세,2023년03월_여_40~49세,2023년03월_여_50~59세,2023년03월_여_60~69세,2023년03월_여_70~79세,2023년03월_여_80~89세,2023년03월_여_90~99세,2023년03월_여_100세 이상
86,경상북도,상주시,"94,684","94,684","4,518","7,319","7,147","6,678","10,563","15,692","19,618","12,455","9,174","1,475",45,"46,636","46,636","2,355","3,872","4,190","3,606","5,594","8,309","9,845","5,609","2,962",291,3,"48,048","48,048","2,163","3,447","2,957","3,072","4,969","7,383","9,773","6,846","6,212","1,184",42
87,경상북도,성주군,"42,556","42,556","1,630","2,182","2,753","3,007","4,327","7,736","10,325","6,217","3,742",621,16,"22,166","22,166",832,"1,167","1,671","1,701","2,528","4,322","5,535","2,979","1,298",128,5,"20,390","20,390",798,"1,015","1,082","1,306","1,799","3,414","4,790","3,238","2,444",493,11
88,경상북도,안동시,"153,993","153,993","8,954","13,081","15,153","14,129","20,907","25,300","27,100","16,780","10,897","1,656",36,"76,096","76,096","4,615","6,885","8,199","7,477","10,690","13,111","13,331","7,562","3,874",347,5,"77,897","77,897","4,339","6,196","6,954","6,652","10,217","12,189","13,769","9,218","7,023","1,309",31
89,경상북도,영덕군,"34,515","34,515","1,324","1,911","2,026","2,034","3,394","5,803","7,588","5,504","4,316",602,13,"16,440","16,440",658,991,"1,190","1,064","1,819","3,159","3,732","2,317","1,387",123,0,"18,075","18,075",666,920,836,970,"1,575","2,644","3,856","3,187","2,929",479,13
90,경상북도,영양군,"15,912","15,912",586,894,924,909,"1,485","2,712","3,676","2,469","1,969",272,16,"7,934","7,934",302,455,531,502,858,"1,571","1,874","1,111",669,58,3,"7,978","7,978",284,439,393,407,627,"1,141","1,802","1,358","1,300",214,13
91,경상북도,영주시,"100,847","100,847","5,205","8,762","9,067","7,728","12,836","17,025","19,230","12,155","7,668","1,135",36,"50,002","50,002","2,699","4,564","5,227","4,226","6,549","8,849","9,359","5,528","2,744",250,7,"50,845","50,845","2,506","4,198","3,840","3,502","6,287","8,176","9,871","6,627","4,924",885,29
92,경상북도,영천시,"100,956","100,956","5,244","6,437","8,659","8,869","11,811","17,818","20,289","12,887","7,876","1,048",18,"51,379","51,379","2,675","3,400","5,153","4,804","6,504","9,593","10,388","5,997","2,636",228,1,"49,577","49,577","2,569","3,037","3,506","4,065","5,307","8,225","9,901","6,890","5,240",820,17
93,경상북도,예천군,"55,651","55,651","4,117","4,600","3,941","5,093","7,261","7,684","10,004","6,674","5,445",809,23,"27,353","27,353","2,037","2,423","2,207","2,620","3,756","4,124","5,062","3,094","1,866",161,3,"28,298","28,298","2,080","2,177","1,734","2,473","3,505","3,560","4,942","3,580","3,579",648,20
94,경상북도,울릉군,"9,034","9,034",318,428,815,790,"1,247","1,806","1,927","1,075",544,84,0,"5,015","5,015",167,218,515,482,776,"1,080","1,027",509,222,19,0,"4,019","4,019",151,210,300,308,471,726,900,566,322,65,0
95,경상북도,울진군,"46,824","46,824","2,466","3,322","3,954","3,811","5,731","8,150","9,117","5,402","4,097",763,11,"23,618","23,618","1,265","1,786","2,389","2,117","3,076","4,543","4,594","2,445","1,285",117,1,"23,206","23,206","1,201","1,536","1,565","1,694","2,655","3,607","4,523","2,957","2,812",646,10
96,경상북도,의성군,"49,954","49,954","1,709","2,056","2,522","2,879","4,228","7,806","12,427","8,673","6,679",953,22,"24,618","24,618",895,"1,080","1,475","1,600","2,435","4,354","6,372","3,913","2,286",206,2,"25,336","25,336",814,976,"1,047","1,279","1,793","3,452","6,055","4,760","4,393",747,20
97,경상북도,청도군,"41,665","41,665","1,283","2,168","2,349","2,370","4,090","6,942","10,182","6,891","4,601",777,12,"20,563","20,563",649,"1,104","1,347","1,296","2,287","3,678","5,243","3,274","1,540",145,0,"21,102","21,102",634,"1,064","1,002","1,074","1,803","3,264","4,939","3,617","3,061",632,12
98,경상북도,청송군,"24,225","24,225",848,"1,076","1,431","1,516","2,133","4,191","5,882","3,969","2,779",395,5,"12,158","12,158",449,563,868,913,"1,202","2,270","3,007","1,839",961,84,2,"12,067","12,067",399,513,563,603,931,"1,921","2,875","2,130","1,818",311,3
99,경상북도,칠곡군,"111,894","111,894","7,544","11,074","10,624","12,515","20,180","20,429","15,984","7,809","4,970",744,21,"58,570","58,570","3,873","5,810","6,254","6,804","10,869","11,096","8,462","3,589","1,639",173,1,"53,324","53,324","3,671","5,264","4,370","5,711","9,311","9,333","7,522","4,220","3,331",571,20
100,경상북도,포항시,"494,452","494,452","33,771","45,680","51,346","54,376","75,034","86,943","85,225","41,434","18,097","2,473",73,"250,619","250,619","17,474","23,978","29,772","29,414","38,065","43,674","41,663","19,763","6,334",470,12,"243,833","243,833","16,297","21,702","21,574","24,962","36,969","43,269","43,562","21,671","11,763","2,003",61
102,광주광역시,광산구,"399,149","399,149","33,580","50,207","56,223","50,337","73,094","69,095","38,920","17,496","8,925","1,242",30,"201,357","201,357","17,223","25,882","29,815","26,067","36,193","35,469","19,908","7,711","2,879",208,2,"197,792","197,792","16,357","24,325","26,408","24,270","36,901","33,626","19,012","9,785","6,046","1,034",28
103,광주광역시,남구,"211,563","211,563","15,512","22,526","25,541","23,809","33,898","32,766","29,527","18,070","8,665","1,212",37,"101,510","101,510","7,892","11,255","13,076","11,913","16,638","15,727","13,415","7,946","3,370",271,7,"110,053","110,053","7,620","11,271","12,465","11,896","17,260","17,039","16,112","10,124","5,295",941,30
104,광주광역시,동구,"106,247","106,247","7,544","7,555","14,779","14,155","14,600","15,739","15,359","10,214","5,550",732,20,"52,416","52,416","3,899","3,883","7,585","7,267","7,666","7,836","7,229","4,488","2,353",208,2,"53,831","53,831","3,645","3,672","7,194","6,888","6,934","7,903","8,130","5,726","3,197",524,18
105,광주광역시,북구,"423,723","423,723","30,076","40,574","57,434","53,172","65,350","71,336","58,445","30,645","14,649","1,984",58,"209,814","209,814","15,314","21,297","30,215","27,669","32,951","35,036","27,705","13,696","5,483",443,5,"213,909","213,909","14,762","19,277","27,219","25,503","32,399","36,300","30,740","16,949","9,166","1,541",53
106,광주광역시,서구,"286,826","286,826","18,374","28,830","42,064","34,115","45,389","49,814","37,297","20,015","9,545","1,341",42,"140,374","140,374","9,453","15,163","21,544","17,455","22,169","24,295","17,470","8,924","3,587",311,3,"146,452","146,452","8,921","13,667","20,520","16,660","23,220","25,519","19,827","11,091","5,958","1,030",39
107,대구광역시,남구,"141,631","141,631","6,036","8,802","18,881","16,742","18,573","23,635","24,369","15,160","8,335","1,079",19,"67,764","67,764","3,139","4,529","9,212","8,964","9,309","11,630","11,230","6,426","3,057",268,0,"73,867","73,867","2,897","4,273","9,669","7,778","9,264","12,005","13,139","8,734","5,278",811,19
108,대구광역시,달서구,"536,483","536,483","33,997","51,639","69,696","61,777","81,966","99,324","80,867","37,595","17,462","2,122",38,"263,537","263,537","17,447","26,545","36,752","32,876","39,818","47,728","38,951","16,757","6,193",465,5,"272,946","272,946","16,550","25,094","32,944","28,901","42,148","51,596","41,916","20,838","11,269","1,657",33
109,대구광역시,달성군,"262,617","262,617","26,325","25,674","26,403","38,252","45,666","41,299","34,719","15,913","7,351",997,18,"133,230","133,230","13,386","13,344","14,669","20,171","23,699","20,634","17,164","7,456","2,487",216,4,"129,387","129,387","12,939","12,330","11,734","18,081","21,967","20,665","17,555","8,457","4,864",781,14
110,대구광역시,동구,"338,782","338,782","22,233","26,092","37,852","42,402","50,210","55,854","54,653","32,045","15,613","1,787",41,"166,214","166,214","11,318","13,598","19,927","22,669","25,706","27,427","25,343","14,071","5,730",419,6,"172,568","172,568","10,915","12,494","17,925","19,733","24,504","28,427","29,310","17,974","9,883","1,368",35
111,대구광역시,북구,"428,117","428,117","28,382","40,734","58,368","49,771","66,241","77,817","60,283","30,090","14,673","1,713",45,"212,687","212,687","14,455","21,003","31,491","26,759","32,543","38,391","29,352","13,019","5,314",357,3,"215,430","215,430","13,927","19,731","26,877","23,012","33,698","39,426","30,931","17,071","9,359","1,356",42
112,대구광역시,서구,"158,546","158,546","6,072","9,442","17,443","16,213","19,847","30,145","32,305","17,913","8,292",853,21,"78,857","78,857","3,186","4,794","9,430","9,289","10,702","15,290","15,266","7,742","2,998",158,2,"79,689","79,689","2,886","4,648","8,013","6,924","9,145","14,855","17,039","10,171","5,294",695,19
113,대구광역시,수성구,"409,977","409,977","26,637","47,950","48,855","40,507","67,128","74,547","55,888","30,314","15,872","2,229",50,"197,896","197,896","13,738","25,114","26,065","20,407","30,663","35,710","26,432","13,242","5,955",565,5,"212,081","212,081","12,899","22,836","22,790","20,100","36,465","38,837","29,456","17,072","9,917","1,664",45
114,대구광역시,중구,"82,835","82,835","5,985","5,825","12,237","12,686","11,986","12,046","10,578","7,152","3,793",530,17,"39,691","39,691","3,022","2,918","5,732","6,585","6,013","5,958","4,922","2,958","1,437",145,1,"43,144","43,144","2,963","2,907","6,505","6,101","5,973","6,088","5,656","4,194","2,356",385,16
118,대전광역시,대덕구,"171,679","171,679","9,609","14,933","22,251","19,565","24,660","32,680","27,917","12,738","6,462",838,26,"87,321","87,321","4,913","7,789","12,264","10,886","12,754","16,538","13,781","5,891","2,318",186,1,"84,358","84,358","4,696","7,144","9,987","8,679","11,906","16,142","14,136","6,847","4,144",652,25
119,대전광역시,동구,"219,576","219,576","12,986","19,335","28,964","24,452","32,222","35,904","35,058","19,516","9,842","1,261",36,"110,597","110,597","6,755","9,900","15,486","13,232","16,789","18,590","17,005","8,868","3,654",311,7,"108,979","108,979","6,231","9,435","13,478","11,220","15,433","17,314","18,053","10,648","6,188",950,29
120,대전광역시,서구,"469,386","469,386","33,326","47,176","70,226","63,521","74,531","76,502","61,128","27,835","13,184","1,905",52,"230,420","230,420","17,168","24,209","35,661","32,650","36,207","37,061","29,205","12,796","5,019",436,8,"238,966","238,966","16,158","22,967","34,565","30,871","38,324","39,441","31,923","15,039","8,165","1,469",44
121,대전광역시,유성구,"358,798","358,798","32,064","38,062","52,844","55,630","60,332","56,354","39,851","15,065","7,297","1,264",35,"181,590","181,590","16,454","19,793","28,583","29,386","29,626","28,054","19,661","7,178","2,561",292,2,"177,208","177,208","15,610","18,269","24,261","26,244","30,706","28,300","20,190","7,887","4,736",972,33
122,대전광역시,중구,"226,080","226,080","12,767","20,176","28,529","24,221","33,697","38,208","35,272","20,904","10,825","1,437",44,"111,123","111,123","6,514","10,332","14,474","12,581","16,964","19,380","16,908","9,388","4,185",386,11,"114,957","114,957","6,253","9,844","14,055","11,640","16,733","18,828","18,364","11,516","6,640","1,051",33
123,부산광역시,강서구,"142,935","142,935","18,224","14,260","11,813","24,377","28,170","17,077","17,629","7,795","3,107",473,10,"74,079","74,079","9,379","7,313","6,460","12,383","15,543","9,010","8,861","3,920","1,117",91,2,"68,856","68,856","8,845","6,947","5,353","11,994","12,627","8,067","8,768","3,875","1,990",382,8
124,부산광역시,금정구,"219,936","219,936","10,567","16,609","29,562","22,605","29,369","36,898","39,791","22,844","10,377","1,285",29,"107,415","107,415","5,405","8,491","16,026","11,990","14,698","17,635","18,569","10,320","3,982",294,5,"112,521","112,521","5,162","8,118","13,536","10,615","14,671","19,263","21,222","12,524","6,395",991,24
125,부산광역시,기장군,"179,148","179,148","16,732","18,761","16,683","22,960","33,622","26,055","23,570","13,716","6,150",870,29,"88,758","88,758","8,541","9,696","8,885","11,526","17,047","13,401","11,006","6,262","2,214",177,3,"90,390","90,390","8,191","9,065","7,798","11,434","16,575","12,654","12,564","7,454","3,936",693,26
130,부산광역시,남구,"256,332","256,332","14,779","22,465","32,981","26,634","38,688","41,365","41,289","25,543","11,309","1,251",28,"125,071","125,071","7,571","11,496","17,435","13,721","19,355","20,453","18,980","11,292","4,474",289,5,"131,261","131,261","7,208","10,969","15,546","12,913","19,333","20,912","22,309","14,251","6,835",962,23
131,부산광역시,동구,"85,839","85,839","3,732","4,598","9,526","10,221","11,189","13,793","15,927","10,734","5,464",637,18,"41,889","41,889","1,925","2,376","4,689","5,389","6,027","7,171","7,572","4,657","1,932",145,6,"43,950","43,950","1,807","2,222","4,837","4,832","5,162","6,622","8,355","6,077","3,532",492,12
132,부산광역시,동래구,"273,195","273,195","19,148","25,534","29,751","32,159","43,938","43,797","43,136","24,371","10,101","1,226",34,"132,146","132,146","9,826","13,263","15,190","16,195","21,428","21,170","19,763","11,096","3,942",269,4,"141,049","141,049","9,322","12,271","14,561","15,964","22,510","22,627","23,373","13,275","6,159",957,30
133,부산광역시,부산진구,"357,626","357,626","19,667","24,172","50,227","49,048","50,024","55,913","58,685","32,831","15,311","1,715",33,"171,814","171,814","10,043","12,188","23,865","24,984","25,397","27,246","27,384","14,604","5,688",410,5,"185,812","185,812","9,624","11,984","26,362","24,064","24,627","28,667","31,301","18,227","9,623","1,305",28
134,부산광역시,북구,"277,756","277,756","16,979","21,753","32,144","33,125","38,137","49,954","50,800","23,561","10,072","1,200",31,"136,670","136,670","8,720","11,277","17,086","17,418","19,141","23,469","24,742","10,943","3,659",213,2,"141,086","141,086","8,259","10,476","15,058","15,707","18,996","26,485","26,058","12,618","6,413",987,29
135,부산광역시,사상구,"203,455","203,455","9,844","14,103","25,759","23,568","27,201","36,730","39,658","18,828","7,008",735,21,"102,311","102,311","5,076","7,262","13,639","12,798","14,343","18,227","19,656","8,643","2,525",140,2,"101,144","101,144","4,768","6,841","12,120","10,770","12,858","18,503","20,002","10,185","4,483",595,19
136,부산광역시,사하구,"301,929","301,929","16,694","24,118","35,551","33,756","43,563","51,603","54,797","28,703","11,675","1,438",31,"149,953","149,953","8,663","12,375","19,125","17,930","22,418","25,400","26,173","13,287","4,287",292,3,"151,976","151,976","8,031","11,743","16,426","15,826","21,145","26,203","28,624","15,416","7,388","1,146",28
139,부산광역시,서구,"104,798","104,798","5,116","7,120","12,423","10,427","13,944","16,843","19,379","12,489","6,253",784,20,"50,503","50,503","2,698","3,623","5,993","5,360","7,137","8,587","9,169","5,466","2,295",167,8,"54,295","54,295","2,418","3,497","6,430","5,067","6,807","8,256","10,210","7,023","3,958",617,12
140,부산광역시,수영구,"175,388","175,388","9,407","11,538","22,994","23,718","24,622","26,710","29,050","18,258","8,044","1,020",27,"82,322","82,322","4,769","5,960","10,864","11,870","12,063","12,494","12,771","8,078","3,178",265,10,"93,066","93,066","4,638","5,578","12,130","11,848","12,559","14,216","16,279","10,180","4,866",755,17
143,부산광역시,연제구,"203,115","203,115","12,686","16,091","22,959","25,137","30,798","32,732","33,820","19,399","8,537",933,23,"97,330","97,330","6,419","8,182","11,507","12,692","15,105","15,569","15,509","8,694","3,455",194,4,"105,785","105,785","6,267","7,909","11,452","12,445","15,693","17,163","18,311","10,705","5,082",739,19
144,부산광역시,영도구,"107,632","107,632","4,449","6,844","10,341","9,780","13,875","17,825","22,146","14,666","6,921",765,20,"52,942","52,942","2,245","3,529","5,666","5,315","7,271","9,214","10,596","6,424","2,519",161,2,"54,690","54,690","2,204","3,315","4,675","4,465","6,604","8,611","11,550","8,242","4,402",604,18
145,부산광역시,중구,"39,589","39,589",960,"1,829","5,709","4,342","4,689","6,480","7,839","5,025","2,377",330,9,"19,172","19,172",528,892,"2,709","2,293","2,548","3,372","3,737","2,162",849,82,0,"20,417","20,417",432,937,"3,000","2,049","2,141","3,108","4,102","2,863","1,528",248,9
146,부산광역시,해운대구,"384,866","384,866","24,491","36,053","42,294","42,278","61,115","67,703","61,339","32,597","15,013","1,927",56,"184,555","184,555","12,576","18,637","22,064","20,768","29,100","32,145","28,858","14,544","5,428",423,12,"200,311","200,311","11,915","17,416","20,230","21,510","32,015","35,558","32,481","18,053","9,585","1,504",44
147,서울특별시,강남구,"532,798","532,798","32,501","60,485","67,638","76,352","97,184","83,564","61,501","37,136","14,112","2,241",84,"254,811","254,811","16,749","31,566","32,118","35,486","44,516","41,845","28,414","17,181","6,331",589,16,"277,987","277,987","15,752","28,919","35,520","40,866","52,668","41,719","33,087","19,955","7,781","1,652",68
148,서울특별시,강동구,"459,982","459,982","32,127","39,138","57,390","68,918","74,917","70,617","68,119","34,174","12,639","1,869",74,"225,091","225,091","16,654","20,673","27,799","34,107","37,346","34,676","31,920","16,347","5,150",403,16,"234,891","234,891","15,473","18,465","29,591","34,811","37,571","35,941","36,199","17,827","7,489","1,466",58
149,서울특별시,강북구,"292,762","292,762","12,562","19,902","39,432","35,711","41,554","50,701","47,617","29,406","14,306","1,528",43,"142,028","142,028","6,437","10,100","19,063","18,778","21,376","25,088","22,404","12,594","5,757",418,13,"150,734","150,734","6,125","9,802","20,369","16,933","20,178","25,613","25,213","16,812","8,549","1,110",30
150,서울특별시,강서구,"568,287","568,287","32,942","42,837","81,790","97,310","87,858","83,233","80,225","42,026","17,359","2,631",76,"272,693","272,693","16,771","21,851","37,237","48,728","44,048","40,321","36,953","19,559","6,620",587,18,"295,594","295,594","16,171","20,986","44,553","48,582","43,810","42,912","43,272","22,467","10,739","2,044",58
151,서울특별시,관악구,"487,815","487,815","17,619","26,551","110,835","87,671","63,216","66,054","60,494","37,166","16,427","1,723",59,"245,376","245,376","9,113","13,465","53,841","48,745","33,871","33,776","28,357","16,709","7,054",434,11,"242,439","242,439","8,506","13,086","56,994","38,926","29,345","32,278","32,137","20,457","9,373","1,289",48
152,서울특별시,광진구,"336,801","336,801","16,106","24,388","59,917","54,588","48,917","52,990","45,054","22,868","10,627","1,305",41,"162,209","162,209","8,312","12,294","27,931","27,204","24,026","25,795","21,520","10,440","4,315",359,13,"174,592","174,592","7,794","12,094","31,986","27,384","24,891","27,195","23,534","12,428","6,312",946,28
153,서울특별시,구로구,"395,183","395,183","23,805","28,622","52,333","61,503","59,814","61,703","58,416","33,371","13,924","1,645",47,"194,039","194,039","12,255","14,553","25,310","31,455","30,531","30,568","27,581","15,597","5,771",411,7,"201,144","201,144","11,550","14,069","27,023","30,048","29,283","31,135","30,835","17,774","8,153","1,234",40
154,서울특별시,금천구,"229,307","229,307","10,490","13,324","36,036","37,593","30,408","38,064","35,831","18,590","8,012",929,30,"115,624","115,624","5,402","6,708","17,559","20,731","16,224","19,132","17,649","8,672","3,285",256,6,"113,683","113,683","5,088","6,616","18,477","16,862","14,184","18,932","18,182","9,918","4,727",673,24
155,서울특별시,노원구,"502,515","502,515","27,708","49,078","67,564","61,405","77,679","86,059","72,433","38,630","19,137","2,738",84,"241,532","241,532","14,259","25,391","34,444","30,683","37,044","41,547","33,631","16,924","6,910",683,16,"260,983","260,983","13,449","23,687","33,120","30,722","40,635","44,512","38,802","21,706","12,227","2,055",68
156,서울특별시,도봉구,"310,509","310,509","15,140","23,226","38,787","38,125","43,908","54,541","52,478","28,324","14,113","1,815",52,"150,806","150,806","7,870","11,979","19,427","19,604","21,928","26,135","24,694","13,021","5,648",488,12,"159,703","159,703","7,270","11,247","19,360","18,521","21,980","28,406","27,784","15,303","8,465","1,327",40
157,서울특별시,동대문구,"337,574","337,574","18,351","23,122","56,613","48,418","48,243","51,761","47,931","27,852","13,653","1,574",56,"165,933","165,933","9,326","11,663","27,152","24,988","24,859","26,149","23,368","12,463","5,518",436,11,"171,641","171,641","9,025","11,459","29,461","23,430","23,384","25,612","24,563","15,389","8,135","1,138",45
158,서울특별시,동작구,"380,201","380,201","20,989","26,740","64,306","59,507","55,630","57,058","50,367","29,905","13,826","1,812",61,"183,900","183,900","10,705","13,662","31,122","30,143","27,854","27,674","23,299","13,108","5,826",492,15,"196,301","196,301","10,284","13,078","33,184","29,364","27,776","29,384","27,068","16,797","8,000","1,320",46
159,서울특별시,마포구,"365,570","365,570","21,511","27,377","60,029","63,294","58,057","55,464","41,989","23,405","12,690","1,691",63,"171,215","171,215","10,988","13,731","26,552","29,840","28,118","27,057","19,682","9,813","4,937",483,14,"194,355","194,355","10,523","13,646","33,477","33,454","29,939","28,407","22,307","13,592","7,753","1,208",49
160,서울특별시,서대문구,"308,437","308,437","18,456","22,822","49,053","44,750","45,217","49,009","41,029","23,359","13,069","1,616",57,"146,732","146,732","9,354","11,399","22,968","22,077","22,245","23,756","19,380","10,001","5,093",447,12,"161,705","161,705","9,102","11,423","26,085","22,673","22,972","25,253","21,649","13,358","7,976","1,169",45
161,서울특별시,서초구,"404,831","404,831","28,584","44,640","49,898","56,623","72,773","63,640","47,709","27,904","11,283","1,719",58,"193,158","193,158","14,678","22,645","23,914","26,070","33,762","31,505","22,136","12,847","5,093",499,9,"211,673","211,673","13,906","21,995","25,984","30,553","39,011","32,135","25,573","15,057","6,190","1,220",49
162,서울특별시,성동구,"280,240","280,240","17,763","18,679","41,933","45,283","41,922","44,916","38,396","20,122","9,966","1,215",45,"136,233","136,233","9,133","9,293","20,540","22,126","21,029","22,181","18,745","8,988","3,861",324,13,"144,007","144,007","8,630","9,386","21,393","23,157","20,893","22,735","19,651","11,134","6,105",891,32
163,서울특별시,성북구,"430,100","430,100","25,405","36,358","65,558","57,007","65,381","70,452","57,728","33,097","16,922","2,139",53,"206,634","206,634","12,961","18,367","31,137","28,594","32,001","34,833","27,073","14,423","6,677",557,11,"223,466","223,466","12,444","17,991","34,421","28,413","33,380","35,619","30,655","18,674","10,245","1,582",42
164,서울특별시,송파구,"658,006","658,006","45,382","58,115","86,710","105,145","107,470","101,433","89,441","44,880","16,705","2,632",93,"316,564","316,564","23,467","29,661","40,875","50,203","52,058","49,039","41,890","21,722","7,012",623,14,"341,442","341,442","21,915","28,454","45,835","54,942","55,412","52,394","47,551","23,158","9,693","2,009",79
165,서울특별시,양천구,"439,219","439,219","26,570","48,263","54,015","53,755","73,797","74,974","62,209","31,193","12,540","1,846",57,"214,703","214,703","13,652","25,133","27,268","26,682","35,306","37,152","29,624","14,637","4,815",424,10,"224,516","224,516","12,918","23,130","26,747","27,073","38,491","37,822","32,585","16,556","7,725","1,422",47
166,서울특별시,영등포구,"376,614","376,614","23,158","23,523","58,009","70,048","54,946","55,462","48,922","27,555","13,284","1,661",46,"184,973","184,973","11,870","12,168","26,456","35,457","28,269","28,206","23,879","12,690","5,471",494,13,"191,641","191,641","11,288","11,355","31,553","34,591","26,677","27,256","25,043","14,865","7,813","1,167",33
167,서울특별시,용산구,"217,756","217,756","11,694","14,163","31,403","37,863","32,240","35,148","29,408","15,495","8,934","1,360",48,"104,640","104,640","5,950","7,175","14,546","18,848","15,898","17,258","14,341","6,802","3,417",396,9,"113,116","113,116","5,744","6,988","16,857","19,015","16,342","17,890","15,067","8,693","5,517",964,39
168,서울특별시,은평구,"464,871","464,871","25,119","36,086","62,641","65,507","71,168","76,618","67,683","38,767","19,129","2,103",50,"221,350","221,350","12,903","18,477","29,331","32,110","35,107","36,940","31,335","16,797","7,754",583,13,"243,521","243,521","12,216","17,609","33,310","33,397","36,061","39,678","36,348","21,970","11,375","1,520",37
169,서울특별시,종로구,"141,060","141,060","6,203","10,169","22,071","19,312","19,743","24,133","20,433","11,459","6,576",927,34,"68,170","68,170","3,118","5,024","10,444","9,639","9,545","11,984","10,289","5,158","2,665",293,11,"72,890","72,890","3,085","5,145","11,627","9,673","10,198","12,149","10,144","6,301","3,911",634,23
170,서울특별시,중구,"120,963","120,963","5,855","6,370","17,691","20,062","16,874","19,341","18,166","10,275","5,458",844,27,"58,699","58,699","2,985","3,148","8,195","10,062","8,566","9,733","9,055","4,673","2,048",227,7,"62,264","62,264","2,870","3,222","9,496","10,000","8,308","9,608","9,111","5,602","3,410",617,20
171,서울특별시,중랑구,"385,003","385,003","20,090","24,716","51,678","57,645","54,554","65,398","62,552","32,267","14,324","1,728",51,"189,186","189,186","10,220","12,630","24,911","29,564","28,382","32,284","30,261","14,765","5,751",409,9,"195,817","195,817","9,870","12,086","26,767","28,081","26,172","33,114","32,291","17,502","8,573","1,319",42
172,세종특별자치시,세종특별자치시,"385,609","385,609","45,662","49,474","38,149","60,745","77,234","52,370","36,415","15,871","8,199","1,449",41,"192,212","192,212","23,171","24,950","19,488","29,775","38,555","27,427","18,127","7,491","2,947",275,6,"193,397","193,397","22,491","24,524","18,661","30,970","38,679","24,943","18,288","8,380","5,252","1,174",35
176,울산광역시,남구,"309,906","309,906","20,993","28,556","39,984","40,658","47,961","59,376","46,225","18,543","6,838",760,12,"158,170","158,170","10,847","15,042","22,382","22,086","23,876","29,446","22,951","8,859","2,534",147,0,"151,736","151,736","10,146","13,514","17,602","18,572","24,085","29,930","23,274","9,684","4,304",613,12
177,울산광역시,동구,"151,009","151,009","12,008","15,789","15,590","19,190","26,572","23,993","24,535","9,906","3,043",374,9,"78,776","78,776","6,094","8,397","8,772","10,608","14,388","12,283","11,995","5,055","1,123",60,1,"72,233","72,233","5,914","7,392","6,818","8,582","12,184","11,710","12,540","4,851","1,920",314,8
178,울산광역시,북구,"218,747","218,747","22,064","24,521","24,306","31,301","39,724","38,916","25,137","8,658","3,587",519,14,"113,133","113,133","11,332","12,657","14,063","16,457","20,374","19,517","13,296","4,133","1,209",94,1,"105,614","105,614","10,732","11,864","10,243","14,844","19,350","19,399","11,841","4,525","2,378",425,13
179,울산광역시,울주군,"221,056","221,056","14,819","21,611","24,283","23,902","34,754","42,972","34,914","15,169","7,445","1,167",20,"114,360","114,360","7,650","11,148","13,943","12,875","17,895","22,490","18,256","7,354","2,532",216,1,"106,696","106,696","7,169","10,463","10,340","11,027","16,859","20,482","16,658","7,815","4,913",951,19
180,울산광역시,중구,"207,028","207,028","13,540","19,168","22,537","23,572","31,798","38,865","34,697","15,866","6,229",742,14,"104,692","104,692","6,950","10,230","12,644","12,583","16,215","19,240","16,969","7,361","2,348",151,1,"102,336","102,336","6,590","8,938","9,893","10,989","15,583","19,625","17,728","8,505","3,881",591,13
181,인천광역시,강화군,"69,541","69,541","2,924","4,479","4,777","5,022","7,415","11,308","16,083","10,167","6,327","1,008",31,"34,827","34,827","1,510","2,335","2,740","2,648","3,958","5,892","8,069","4,914","2,517",237,7,"34,714","34,714","1,414","2,144","2,037","2,374","3,457","5,416","8,014","5,253","3,810",771,24
182,인천광역시,계양구,"286,390","286,390","15,082","23,877","38,420","36,562","41,939","56,490","47,276","16,810","8,581","1,320",33,"142,585","142,585","7,693","12,100","20,228","19,300","21,147","27,297","23,855","7,831","2,853",275,6,"143,805","143,805","7,389","11,777","18,192","17,262","20,792","29,193","23,421","8,979","5,728","1,045",27
183,인천광역시,남동구,"502,526","502,526","32,615","47,313","63,312","63,955","83,269","87,175","74,177","33,440","14,908","2,288",74,"249,684","249,684","16,799","24,372","32,684","33,351","42,511","43,011","35,907","15,354","5,225",456,14,"252,842","252,842","15,816","22,941","30,628","30,604","40,758","44,164","38,270","18,086","9,683","1,832",60
184,인천광역시,동구,"59,383","59,383","3,060","4,745","6,019","6,542","9,194","9,620","10,127","6,424","3,182",458,12,"29,878","29,878","1,612","2,449","3,263","3,536","4,893","5,122","4,939","2,806","1,167",88,3,"29,505","29,505","1,448","2,296","2,756","3,006","4,301","4,498","5,188","3,618","2,015",370,9
